Kernel Name,Latency (ms)
16.2.1.336.336.1.1.3.3.1.1.1,0.23654399812221527
Kernel Name,Latency (ms)
b16.2.16.336.336.16.1.5.5.1.1.1,0.11542399972677231
32.2.1.336.336.1.1.3.3.1.1.1,0.1351040005683899
16.2.16.336.336.16.1.5.5.2.1.1,0.16767999529838562
b16.2.1.336.336.1.1.3.3.1.1.1,0.23657600581645966
32.2.16.336.336.16.1.5.5.2.1.1,0.3362880051136017
16.2.1.336.336.1.1.3.3.2.1.1,0.1390720009803772
b16.2.16.336.336.16.1.5.5.2.1.1,0.16755199432373047
32.2.1.336.336.1.1.3.3.2.1.1,0.8160960078239441
b16.2.1.336.336.1.1.3.3.2.1.1,0.14611199498176575
16.2.16.336.336.16.1.7.7.1.1.1,0.15027199685573578
16.2.1.336.336.1.1.5.5.1.1.1,0.390720009803772
32.2.16.336.336.16.1.7.7.1.1.1,0.4938879907131195
32.2.1.336.336.1.1.5.5.1.1.1,0.16652800142765045
b16.2.16.336.336.16.1.7.7.1.1.1,0.14972800016403198
b16.2.1.336.336.1.1.5.5.1.1.1,0.49081599712371826
16.2.16.336.336.16.1.7.7.2.1.1,0.19433599710464478
16.2.1.336.336.1.1.5.5.2.1.1,0.9937599897384644
32.2.16.336.336.16.1.7.7.2.1.1,0.5210880041122437
32.2.1.336.336.1.1.5.5.2.1.1,0.838047981262207
b16.2.16.336.336.16.1.7.7.2.1.1,0.1929599940776825
b16.2.1.336.336.1.1.5.5.2.1.1,0.9215360283851624
16.2.64.336.336.64.1.3.3.1.1.1,0.14787200093269348
16.2.1.336.336.1.1.7.7.1.1.1,0.4735040068626404
32.2.64.336.336.64.1.3.3.1.1.1,0.3274880051612854
32.2.1.336.336.1.1.7.7.1.1.1,0.806335985660553
b16.2.64.336.336.64.1.3.3.1.1.1,0.14716799557209015
b16.2.1.336.336.1.1.7.7.1.1.1,0.5177279710769653
16.2.64.336.336.64.1.3.3.2.1.1,0.3040960133075714
16.2.1.336.336.1.1.7.7.2.1.1,1.2982079982757568
32.2.1.336.336.1.1.7.7.2.1.1,0.8424959778785706
32.2.64.336.336.64.1.3.3.2.1.1,0.5586559772491455
b16.2.1.336.336.1.1.7.7.2.1.1,1.263200044631958
b16.2.64.336.336.64.1.3.3.2.1.1,0.3019520044326782
16.2.8.336.336.8.1.3.3.1.1.1,0.08713600039482117
16.2.64.336.336.64.1.5.5.1.1.1,0.21984000504016876
32.2.8.336.336.8.1.3.3.1.1.1,1.5343040227890015
32.2.64.336.336.64.1.5.5.1.1.1,0.6173120141029358
b16.2.8.336.336.8.1.3.3.1.1.1,0.104032002389431
16.2.8.336.336.8.1.3.3.2.1.1,0.12620800733566284
