FLOPs,Time
43200,0.0061
54000,0.0061
64800,0.0062
75600,0.0062
86400,0.0062
97200,0.0061
108000,0.0061
216000,0.0072
324000,0.0072
432000,0.0072
540000,0.0072
648000,0.0072
756000,0.0082
864000,0.0082
972000,0.0082
1080000,0.0082
1260,0.0102
2520,0.0061
3780,0.0061
5040,0.0061
6300,0.0061
7560,0.0061
8820,0.0061
10080,0.0061
11340,0.0061
12600,0.0061
25200,0.0061
37800,0.0061
50400,0.0061
63000,0.0061
75600,0.0061
88200,0.0061
100800,0.0061
113400,0.0061
126000,0.0061
252000,0.0071
378000,0.0072
504000,0.0072
630000,0.0072
756000,0.0072
882000,0.0082
1008000,0.0082
1134000,0.0082
1260000,0.0082
1440,0.0102
2880,0.0061
4320,0.0061
5760,0.0061
7200,0.0061
8640,0.0061
10080,0.0061
11520,0.0061
12960,0.0061
14400,0.0061
28800,0.0061
43200,0.0061
57600,0.0062
72000,0.0062
86400,0.0071
100800,0.0071
115200,0.0072
129600,0.0072
144000,0.0072
288000,0.0072
432000,0.0072
576000,0.0072
720000,0.0072
864000,0.0072
1008000,0.0082
1152000,0.0082
1296000,0.0082
1440000,0.0082
1620,0.0102
3240,0.0072
4860,0.0071
6480,0.0072
8100,0.0072
9720,0.0072
11340,0.0072
12960,0.0072
14580,0.0072
16200,0.0072
32400,0.0072
48600,0.0072
64800,0.0072
81000,0.0072
97200,0.0072
113400,0.0072
129600,0.0072
145800,0.0072
162000,0.0072
324000,0.0072
486000,0.0072
648000,0.0072
810000,0.0082
972000,0.0082
1134000,0.0082
1296000,0.0082
1458000,0.0092
1620000,0.0082
1800,0.0102
3600,0.0072
5400,0.0072
7200,0.0072
9000,0.0072
10800,0.0072
12600,0.0072
14400,0.0072
16200,0.0072
18000,0.0072
36000,0.0072
54000,0.0072
72000,0.0072
90000,0.0072
108000,0.0072
126000,0.0072
144000,0.0072
162000,0.0072
180000,0.0072
360000,0.0072
540000,0.0082
720000,0.0082
900000,0.0082
1080000,0.0082
1260000,0.0092
1440000,0.0092
1620000,0.0092
1800000,0.0092
3600,0.0102
7200,0.0082
10800,0.0082
14400,0.0082
18000,0.0082
21600,0.0082
25200,0.0082
28800,0.0082
32400,0.0082
36000,0.0082
72000,0.0082
108000,0.0082
144000,0.0082
180000,0.0082
216000,0.0082
252000,0.0082
288000,0.0082
324000,0.0082
360000,0.0082
720000,0.0082
1080000,0.0092
1440000,0.0092
1800000,0.0092
2160000,0.0092
2520000,0.0102
2880000,0.0102
3240000,0.0102
3600000,0.0102
5400,0.0102
10800,0.0092
16200,0.0092
21600,0.0092
27000,0.0092
32400,0.0092
37800,0.0092
43200,0.0092
48600,0.0092
54000,0.0092
108000,0.0092
162000,0.0092
216000,0.0102
270000,0.0092
324000,0.0102
378000,0.0102
432000,0.0102
486000,0.0102
540000,0.0102
1080000,0.0102
1620000,0.0102
2160000,0.0113
2700000,0.0113
3240000,0.0113
3780000,0.0123
4320000,0.0123
4860000,0.0123
5400000,0.0123
7200,0.0102
14400,0.0133
21600,0.0133
28800,0.0123
36000,0.0133
43200,0.0133
50400,0.0133
57600,0.0133
64800,0.0133
72000,0.0133
144000,0.0133
216000,0.0133
288000,0.0133
360000,0.0133
432000,0.0133
504000,0.0133
576000,0.0133
648000,0.0133
720000,0.0133
1440000,0.0143
2160000,0.0143
2880000,0.0143
3600000,0.0143
4320000,0.0123
5040000,0.0133
5760000,0.0133
6480000,0.0133
7200000,0.0133
9000,0.0102
18000,0.0113
27000,0.0113
36000,0.0113
45000,0.0113
54000,0.0113
63000,0.0113
72000,0.0113
81000,0.0113
90000,0.0113
180000,0.0113
270000,0.0123
360000,0.0123
450000,0.0123
540000,0.0123
630000,0.0123
720000,0.0123
810000,0.0123
900000,0.0123
1800000,0.0133
2700000,0.0133
3600000,0.0133
4500000,0.0133
5400000,0.0143
6300000,0.0144
7200000,0.0143
8100000,0.0154
9000000,0.0153
10800,0.0102
21600,0.0123
32400,0.0123
43200,0.0123
54000,0.0123
64800,0.0123
75600,0.0123
86400,0.0123
97200,0.0123
108000,0.0123
216000,0.0123
324000,0.0123
432000,0.0133
540000,0.0133
648000,0.0133
756000,0.0133
864000,0.0133
972000,0.0133
1080000,0.0133
2160000,0.0133
3240000,0.0143
4320000,0.0143
5400000,0.0154
6480000,0.0154
7560000,0.0164
8640000,0.0164
9720000,0.0164
10800000,0.0164
12600,0.0102
25200,0.0133
37800,0.0133
50400,0.0133
63000,0.0133
75600,0.0133
88200,0.0133
100800,0.0143
113400,0.0133
126000,0.0133
252000,0.0133
378000,0.0143
504000,0.0143
630000,0.0143
756000,0.0143
882000,0.0143
1008000,0.0143
1134000,0.0143
1260000,0.0143
2520000,0.0154
3780000,0.0154
5040000,0.0154
6300000,0.0154
7560000,0.0164
8820000,0.0174
10080000,0.0174
11340000,0.0174
12600000,0.0174
14400,0.0102
28800,0.0143
43200,0.0143
57600,0.0143
72000,0.0143
86400,0.0143
100800,0.0143
115200,0.0143
129600,0.0143
144000,0.0143
288000,0.0143
432000,0.0154
576000,0.0154
720000,0.0154
864000,0.0154
1008000,0.0154
1152000,0.0154
1296000,0.0154
1440000,0.0154
2880000,0.0164
4320000,0.0154
5760000,0.0164
7200000,0.0174
8640000,0.0184
10080000,0.0184
11520000,0.0184
12960000,0.0184
14400000,0.0195
16200,0.0102
32400,0.0143
48600,0.0154
64800,0.0154
81000,0.0154
97200,0.0154
113400,0.0154
129600,0.0154
145800,0.0154
162000,0.0154
324000,0.0154
486000,0.0154
648000,0.0164
810000,0.0164
972000,0.0164
1134000,0.0164
1296000,0.0164
1458000,0.0164
1620000,0.0164
3240000,0.0174
4860000,0.0154
6480000,0.0174
8100000,0.0174
9720000,0.0174
11340000,0.0184
12960000,0.0184
14580000,0.0195
16200000,0.0205
18000,0.0103
36000,0.0164
54000,0.0164
72000,0.0164
90000,0.0164
108000,0.0164
126000,0.0174
144000,0.0174
162000,0.0164
180000,0.0174
360000,0.0174
540000,0.0174
720000,0.0174
900000,0.0174
1080000,0.0174
1260000,0.0184
1440000,0.0184
1620000,0.0174
1800000,0.0174
3600000,0.0184
5400000,0.0154
7200000,0.0174
9000000,0.0174
10800000,0.0174
12600000,0.0205
14400000,0.0215
16200000,0.0236
18000000,0.0236
19800,0.0112
39600,0.0164
59400,0.0164
79200,0.0164
99000,0.0174
118800,0.0174
138600,0.0174
158400,0.0174
178200,0.0174
198000,0.0164
396000,0.0174
594000,0.0174
792000,0.0184
990000,0.0184
1188000,0.0184
1386000,0.0184
1584000,0.0184
1782000,0.0184
1980000,0.0184
3960000,0.0184
5940000,0.0164
7920000,0.0184
9900000,0.0184
11880000,0.0194
13860000,0.0205
15840000,0.0225
17820000,0.0236
19800000,0.0246
21600,0.0112
43200,0.0184
64800,0.0184
86400,0.0184
108000,0.0185
129600,0.0184
151200,0.0195
172800,0.0184
194400,0.0184
216000,0.0184
432000,0.0194
648000,0.0195
864000,0.0195
1080000,0.0195
1296000,0.0205
1512000,0.0205
1728000,0.0205
1944000,0.0205
2160000,0.0205
4320000,0.0154
6480000,0.0164
8640000,0.0184
10800000,0.0184
12960000,0.0195
15120000,0.0236
17280000,0.0256
19440000,0.0256
21600000,0.0266
23400,0.0102
46800,0.0133
70200,0.0133
93600,0.0123
117000,0.0133
140400,0.0133
163800,0.0133
187200,0.0123
210600,0.0133
234000,0.0133
468000,0.0133
702000,0.0143
936000,0.0133
1170000,0.0143
1404000,0.0143
1638000,0.0143
1872000,0.0143
2106000,0.0154
2340000,0.0154
4680000,0.0164
7020000,0.0164
9360000,0.0184
11700000,0.0236
14040000,0.0215
16380000,0.0246
18720000,0.0266
21060000,0.0276
23400000,0.0286
25200,0.0103
50400,0.0133
75600,0.0133
100800,0.0123
126000,0.0133
151200,0.0133
176400,0.0133
201600,0.0123
226800,0.0133
252000,0.0133
504000,0.0133
756000,0.0143
1008000,0.0133
1260000,0.0143
1512000,0.0143
1764000,0.0143
2016000,0.0143
2268000,0.0154
2520000,0.0154
5040000,0.0184
7560000,0.0164
10080000,0.0184
12600000,0.0256
15120000,0.0215
17640000,0.0246
20160000,0.0266
22680000,0.0276
25200000,0.0287
27000,0.0112
54000,0.0133
81000,0.0133
108000,0.0123
135000,0.0133
162000,0.0133
189000,0.0133
216000,0.0133
243000,0.0133
270000,0.0133
540000,0.0133
810000,0.0143
1080000,0.0133
1350000,0.0143
1620000,0.0133
1890000,0.0143
2160000,0.0143
2430000,0.0154
2700000,0.0154
5400000,0.0174
8100000,0.0174
10800000,0.0184
13500000,0.0215
16200000,0.0225
18900000,0.0256
21600000,0.0276
24300000,0.0287
27000000,0.0287
28800,0.0112
57600,0.0133
86400,0.0133
115200,0.0133
144000,0.0133
172800,0.0133
201600,0.0133
230400,0.0133
259200,0.0133
288000,0.0133
576000,0.0133
864000,0.0143
1152000,0.0143
1440000,0.0143
1728000,0.0143
2016000,0.0143
2304000,0.0143
2592000,0.0164
2880000,0.0164
5760000,0.0174
8640000,0.0184
11520000,0.0205
14400000,0.0225
17280000,0.0236
20160000,0.0256
23040000,0.0266
25920000,0.0276
28800000,0.0276
30600,0.0113
61200,0.0133
91800,0.0133
122400,0.0133
153000,0.0133
183600,0.0133
214200,0.0133
244800,0.0133
275400,0.0133
306000,0.0133
612000,0.0133
918000,0.0143
1224000,0.0143
1530000,0.0143
1836000,0.0143
2142000,0.0143
2448000,0.0143
2754000,0.0164
3060000,0.0164
6120000,0.0174
9180000,0.0184
12240000,0.0205
15300000,0.0236
18360000,0.0246
21420000,0.0276
24480000,0.0297
27540000,0.0307
30600000,0.0317
32400,0.0112
64800,0.0133
97200,0.0133
129600,0.0133
162000,0.0133
194400,0.0133
226800,0.0133
259200,0.0133
291600,0.0133
324000,0.0133
648000,0.0133
972000,0.0143
1296000,0.0143
1620000,0.0143
1944000,0.0143
2268000,0.0143
2592000,0.0143
2916000,0.0164
3240000,0.0164
6480000,0.0174
9720000,0.0184
12960000,0.0205
16200000,0.0276
19440000,0.0246
22680000,0.0276
25920000,0.0297
29160000,0.0308
32400000,0.0328
34200,0.0113
68400,0.0133
102600,0.0133
136800,0.0133
171000,0.0133
205200,0.0133
239400,0.0133
273600,0.0133
307800,0.0133
342000,0.0133
684000,0.0133
1026000,0.0143
1368000,0.0143
1710000,0.0143
2052000,0.0143
2394000,0.0143
2736000,0.0143
3078000,0.0174
3420000,0.0164
6840000,0.0174
10260000,0.0184
13680000,0.0205
17100000,0.0236
20520000,0.0256
23940000,0.0287
27360000,0.0307
30780000,0.0317
34200000,0.0328
36000,0.0113
72000,0.0143
108000,0.0143
144000,0.0133
180000,0.0143
216000,0.0143
252000,0.0143
288000,0.0133
324000,0.0143
360000,0.0143
720000,0.0143
1080000,0.0154
1440000,0.0143
1800000,0.0154
2160000,0.0154
2520000,0.0154
2880000,0.0154
3240000,0.0164
3600000,0.0164
7200000,0.0174
10800000,0.0184
14400000,0.0205
18000000,0.0236
21600000,0.0246
25200000,0.0286
28800000,0.0317
32400000,0.0328
36000000,0.0338
37800,0.0113
75600,0.0143
113400,0.0143
151200,0.0133
189000,0.0143
226800,0.0143
264600,0.0143
302400,0.0133
340200,0.0143
378000,0.0143
756000,0.0143
1134000,0.0154
1512000,0.0143
1890000,0.0154
2268000,0.0154
2646000,0.0154
3024000,0.0154
3402000,0.0174
3780000,0.0174
7560000,0.0184
11340000,0.0195
15120000,0.0225
18900000,0.0256
22680000,0.0287
26460000,0.0307
30240000,0.0328
34020000,0.0338
37800000,0.0348
39600,0.0113
79200,0.0143
118800,0.0143
158400,0.0133
198000,0.0143
237600,0.0143
277200,0.0143
316800,0.0133
356400,0.0143
396000,0.0143
792000,0.0143
1188000,0.0154
1584000,0.0143
1980000,0.0154
2376000,0.0154
2772000,0.0154
3168000,0.0154
3564000,0.0174
3960000,0.0174
7920000,0.0184
11880000,0.0195
15840000,0.0225
19800000,0.0256
23760000,0.0297
27720000,0.0307
31680000,0.0328
35640000,0.0338
39600000,0.0358
41400,0.0113
82800,0.0143
124200,0.0143
165600,0.0133
207000,0.0143
248400,0.0143
289800,0.0143
331200,0.0143
372600,0.0143
414000,0.0143
828000,0.0143
1242000,0.0154
1656000,0.0153
2070000,0.0154
2484000,0.0154
2898000,0.0154
3312000,0.0154
3726000,0.0184
4140000,0.0184
8280000,0.0184
12420000,0.0195
16560000,0.0225
20700000,0.0256
24840000,0.0297
28980000,0.0317
33120000,0.0358
37260000,0.0369
41400000,0.0379
43200,0.0113
86400,0.0143
129600,0.0143
172800,0.0133
216000,0.0143
259200,0.0143
302400,0.0143
345600,0.0143
388800,0.0143
432000,0.0143
864000,0.0143
1296000,0.0154
1728000,0.0154
2160000,0.0154
2592000,0.0154
3024000,0.0154
3456000,0.0154
3888000,0.0184
4320000,0.0174
8640000,0.0195
12960000,0.0195
17280000,0.0225
21600000,0.0266
25920000,0.0297
30240000,0.0317
34560000,0.0348
38880000,0.0358
43200000,0.0369
45000,0.0113
90000,0.0143
135000,0.0143
180000,0.0133
225000,0.0143
270000,0.0143
315000,0.0143
360000,0.0143
405000,0.0143
450000,0.0143
900000,0.0143
1350000,0.0154
1800000,0.0154
2250000,0.0154
2700000,0.0154
3150000,0.0154
3600000,0.0154
4050000,0.0184
4500000,0.0174
9000000,0.0195
13500000,0.0204
18000000,0.0236
22500000,0.0266
27000000,0.0317
31500000,0.0338
36000000,0.0358
40500000,0.0379
45000000,0.0379
46800,0.0113
93600,0.0143
140400,0.0143
187200,0.0143
234000,0.0144
280800,0.0153
327600,0.0154
374400,0.0143
421200,0.0154
468000,0.0154
936000,0.0154
1404000,0.0164
1872000,0.0154
2340000,0.0164
2808000,0.0154
3276000,0.0164
3744000,0.0164
4212000,0.0174
4680000,0.0174
9360000,0.0195
14040000,0.0205
18720000,0.0246
23400000,0.0307
28080000,0.0317
32760000,0.0338
37440000,0.0379
42120000,0.0389
46800000,0.0399
48600,0.0113
97200,0.0143
145800,0.0143
194400,0.0143
243000,0.0154
291600,0.0154
340200,0.0154
388800,0.0143
437400,0.0154
486000,0.0154
972000,0.0154
1458000,0.0164
1944000,0.0154
2430000,0.0164
2916000,0.0164
3402000,0.0164
3888000,0.0164
4374000,0.0174
4860000,0.0174
9720000,0.0195
14580000,0.0215
19440000,0.0246
24300000,0.0307
29160000,0.0327
34020000,0.0338
38880000,0.0379
43740000,0.0389
48600000,0.0389
50400,0.0113
100800,0.0143
151200,0.0143
201600,0.0143
252000,0.0144
302400,0.0154
352800,0.0154
403200,0.0143
453600,0.0154
504000,0.0154
1008000,0.0154
1512000,0.0164
2016000,0.0154
2520000,0.0164
3024000,0.0164
3528000,0.0164
4032000,0.0164
4536000,0.0174
5040000,0.0174
10080000,0.0195
15120000,0.0215
20160000,0.0256
25200000,0.0287
30240000,0.0318
35280000,0.0338
40320000,0.0379
45360000,0.0389
50400000,0.0399
52200,0.0113
104400,0.0143
156600,0.0154
208800,0.0143
261000,0.0143
313200,0.0154
365400,0.0154
417600,0.0143
469800,0.0154
522000,0.0154
1044000,0.0154
1566000,0.0164
2088000,0.0164
2610000,0.0164
3132000,0.0164
3654000,0.0164
4176000,0.0164
4698000,0.0174
5220000,0.0174
10440000,0.0205
15660000,0.0215
20880000,0.0256
26100000,0.0287
31320000,0.0328
36540000,0.0348
41760000,0.0399
46980000,0.0410
52200000,0.0420
54000,0.0113
108000,0.0154
162000,0.0154
216000,0.0143
270000,0.0154
324000,0.0154
378000,0.0154
432000,0.0143
486000,0.0154
540000,0.0154
1080000,0.0154
1620000,0.0164
2160000,0.0164
2700000,0.0164
3240000,0.0164
3780000,0.0164
4320000,0.0174
4860000,0.0174
5400000,0.0174
10800000,0.0205
16200000,0.0215
21600000,0.0256
27000000,0.0287
32400000,0.0317
37800000,0.0369
43200000,0.0399
48600000,0.0420
54000000,0.0420
55800,0.0113
111600,0.0143
167400,0.0154
223200,0.0143
279000,0.0154
334800,0.0154
390600,0.0154
446400,0.0143
502200,0.0154
558000,0.0154
1116000,0.0154
1674000,0.0164
2232000,0.0164
2790000,0.0164
3348000,0.0164
3906000,0.0164
4464000,0.0174
5022000,0.0184
5580000,0.0174
11160000,0.0215
16740000,0.0236
22320000,0.0266
27900000,0.0307
33480000,0.0328
39060000,0.0369
44640000,0.0399
50220000,0.0420
55800000,0.0420
57600,0.0113
115200,0.0143
172800,0.0153
230400,0.0143
288000,0.0154
345600,0.0154
403200,0.0154
460800,0.0143
518400,0.0154
576000,0.0154
1152000,0.0154
1728000,0.0164
2304000,0.0164
2880000,0.0164
3456000,0.0164
4032000,0.0164
4608000,0.0164
5184000,0.0184
5760000,0.0174
11520000,0.0215
17280000,0.0236
23040000,0.0266
28800000,0.0307
34560000,0.0327
40320000,0.0369
46080000,0.0399
51840000,0.0410
57600000,0.0420
59400,0.0113
118800,0.0154
178200,0.0154
237600,0.0154
297000,0.0164
356400,0.0154
415800,0.0164
475200,0.0154
534600,0.0164
594000,0.0164
1188000,0.0164
1782000,0.0174
2376000,0.0164
2970000,0.0174
3564000,0.0174
4158000,0.0174
4752000,0.0174
5346000,0.0184
5940000,0.0174
11880000,0.0215
17820000,0.0236
23760000,0.0276
29700000,0.0317
35640000,0.0328
41580000,0.0369
47520000,0.0430
53460000,0.0430
59400000,0.0440
61200,0.0113
122400,0.0154
183600,0.0154
244800,0.0154
306000,0.0154
367200,0.0164
428400,0.0164
489600,0.0154
550800,0.0164
612000,0.0164
1224000,0.0164
1836000,0.0174
2448000,0.0164
3060000,0.0174
3672000,0.0174
4284000,0.0184
4896000,0.0174
5508000,0.0184
6120000,0.0174
12240000,0.0215
18360000,0.0236
24480000,0.0276
30600000,0.0317
36720000,0.0328
42840000,0.0389
48960000,0.0430
55080000,0.0440
61200000,0.0440
63000,0.0113
126000,0.0154
189000,0.0154
252000,0.0154
315000,0.0154
378000,0.0154
441000,0.0164
504000,0.0154
567000,0.0164
630000,0.0164
1260000,0.0164
1890000,0.0174
2520000,0.0164
3150000,0.0174
3780000,0.0174
4410000,0.0195
5040000,0.0184
5670000,0.0184
6300000,0.0174
12600000,0.0215
18900000,0.0236
25200000,0.0276
31500000,0.0317
37800000,0.0328
44100000,0.0389
50400000,0.0430
56700000,0.0440
63000000,0.0440
64800,0.0113
129600,0.0154
194400,0.0154
259200,0.0154
324000,0.0164
388800,0.0164
453600,0.0164
518400,0.0154
583200,0.0164
648000,0.0164
1296000,0.0164
1944000,0.0174
2592000,0.0174
3240000,0.0174
3888000,0.0174
4536000,0.0195
5184000,0.0195
5832000,0.0184
6480000,0.0174
12960000,0.0215
19440000,0.0256
25920000,0.0287
32400000,0.0338
38880000,0.0348
45360000,0.0389
51840000,0.0440
58320000,0.0451
64800000,0.0461
66600,0.0113
133200,0.0154
199800,0.0154
266400,0.0154
333000,0.0164
399600,0.0164
466200,0.0164
532800,0.0154
599400,0.0164
666000,0.0164
1332000,0.0164
1998000,0.0174
2664000,0.0174
3330000,0.0174
3996000,0.0174
4662000,0.0205
5328000,0.0195
5994000,0.0184
6660000,0.0174
13320000,0.0215
19980000,0.0256
26640000,0.0297
33300000,0.0338
39960000,0.0348
46620000,0.0399
53280000,0.0451
59940000,0.0461
66600000,0.0471
68400,0.0113
136800,0.0154
205200,0.0164
273600,0.0154
342000,0.0164
410400,0.0164
478800,0.0164
547200,0.0154
615600,0.0164
684000,0.0164
1368000,0.0164
2052000,0.0174
2736000,0.0174
3420000,0.0174
4104000,0.0174
4788000,0.0205
5472000,0.0195
6156000,0.0184
6840000,0.0174
13680000,0.0215
20520000,0.0256
27360000,0.0297
34200000,0.0338
41040000,0.0348
47880000,0.0420
54720000,0.0451
61560000,0.0451
68400000,0.0461
70200,0.0113
140400,0.0164
210600,0.0164
280800,0.0164
351000,0.0164
421200,0.0164
491400,0.0164
561600,0.0164
631800,0.0174
702000,0.0174
1404000,0.0174
2106000,0.0184
2808000,0.0174
3510000,0.0184
4212000,0.0174
4914000,0.0184
5616000,0.0174
6318000,0.0184
7020000,0.0184
14040000,0.0236
21060000,0.0256
28080000,0.0297
35100000,0.0338
42120000,0.0348
49140000,0.0410
56160000,0.0461
63180000,0.0471
70200000,0.0481
72000,0.0113
144000,0.0164
216000,0.0164
288000,0.0154
360000,0.0164
432000,0.0164
504000,0.0164
576000,0.0164
648000,0.0164
720000,0.0164
1440000,0.0164
2160000,0.0184
2880000,0.0174
3600000,0.0184
4320000,0.0174
5040000,0.0184
5760000,0.0174
6480000,0.0184
7200000,0.0184
14400000,0.0236
21600000,0.0256
28800000,0.0297
36000000,0.0338
43200000,0.0348
50400000,0.0399
57600000,0.0451
64800000,0.0461
72000000,0.0471
73800,0.0113
147600,0.0164
221400,0.0164
295200,0.0154
369000,0.0164
442800,0.0164
516600,0.0164
590400,0.0164
664200,0.0164
738000,0.0164
1476000,0.0174
2214000,0.0184
2952000,0.0174
3690000,0.0184
4428000,0.0174
5166000,0.0184
5904000,0.0174
6642000,0.0184
7380000,0.0184
14760000,0.0236
22140000,0.0266
29520000,0.0307
36900000,0.0348
44280000,0.0369
51660000,0.0399
59040000,0.0451
66420000,0.0461
73800000,0.0471
75600,0.0113
151200,0.0164
226800,0.0164
302400,0.0164
378000,0.0164
453600,0.0164
529200,0.0174
604800,0.0164
680400,0.0174
756000,0.0174
1512000,0.0174
2268000,0.0184
3024000,0.0184
3780000,0.0184
4536000,0.0184
5292000,0.0184
6048000,0.0174
6804000,0.0184
7560000,0.0184
15120000,0.0236
22680000,0.0266
30240000,0.0307
37800000,0.0348
45360000,0.0369
52920000,0.0430
