
16,3,224,224,192,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
16,192,112,112,384,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
16,384,56,56,768,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
1,64,28,28,768,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
16,768,28,28,768,768,3,3,"(1, 1)","[1, 1]","(1, 1)",False,True
8,3,384,512,32,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,32,384,512,64,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,64,192,256,32,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,32,192,256,64,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,64,192,256,128,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,128,96,128,64,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,64,96,128,128,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,128,96,128,256,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,256,48,64,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,128,48,64,256,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,256,48,64,512,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,512,24,32,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,256,24,32,512,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,512,24,32,1024,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,1024,12,16,512,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,512,12,16,1024,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,2048,12,16,512,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,1024,12,16,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
8,512,12,16,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,768,24,32,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,512,24,32,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
8,256,24,32,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,384,48,64,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,256,48,64,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
16,3,224,224,192,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
16,192,112,112,384,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
16,384,56,56,768,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
1,64,28,28,768,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
16,768,28,28,768,768,3,3,"(1, 1)","[1, 1]","(1, 1)",False,True
8,3,384,512,32,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,32,384,512,64,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,64,192,256,32,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,32,192,256,64,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,64,192,256,128,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,128,96,128,64,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,64,96,128,128,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,128,96,128,256,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,256,48,64,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,128,48,64,256,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,256,48,64,512,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,512,24,32,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,256,24,32,512,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,512,24,32,1024,1,3,3,"(2, 2)","[1, 1]","(1, 1)",False,
8,1024,12,16,512,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,512,12,16,1024,1,3,3,"(1, 1)","[1, 1]","(1, 1)",False,
8,2048,12,16,512,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,1024,12,16,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
8,512,12,16,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,768,24,32,256,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,512,24,32,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
8,256,24,32,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,384,48,64,128,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,
8,256,48,64,255,1,1,1,"(1, 1)","[0, 0]","(1, 1)",False,True
