Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
4.162.1.4.4,4,162,1,4,4,void cutlass::Kernel<cutlass_75_wmma_tensorop_s161616gemm_f16_16x16_128x1_tn_align1>(T1::Params),1,7,"(32, 1, 1)","(1, 1, 1)",0,8.0,1.00[[warp]],1.56[[%]],1[[warp]],32[[]],0[[]],3.85[[inst]],3.92[[inst]],26.76[[]],8[[block]],32[[block]],10[[block]],64[[block]],32[[]],100[[%]],11[[inst]],0.01[[%]],0.06[[%]],1.39[[cycle/nsecond]],0.00[[%]],1.02[[Kbyte/block]],7.46[[usecond]],8.70[[Kbyte/block]],"8,290[[cycle]]",0.27[[warp]],"1,664[[inst]]",0.26[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],6.64[[%]],"1,695[[inst]]",0.27[[inst/cycle]],0.27[[]],6.86[[%]],83.33[[%]],0.19[[%]],0[[]],0[[%]],99.86[[%]],0.19[[%]],0.16[[%]],0.04[[%]],51.50[[Mbyte/second]],0.19[[%]],73.34[[%]],26.66[[%]],254[[register/thread]],59.08[[cycle]],8.37[[%]],1.11[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],8[[warp]],12.50[[%]],32[[thread]],3.82[[cycle]],3.75[[cycle]],0.00[[]]
4.162.1.4.4,4,162,1,4,4,"void splitKreduce_kernel<(int)32, (int)16, int, float, __half, float, __half, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(1, 1, 1)",0,8.0,12.37[[warp]],19.33[[%]],3.60[[warp]],13.63[[]],0[[]],2.05[[inst]],2.57[[inst]],9.76[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],152[[inst]],0.17[[%]],0.05[[%]],1.68[[cycle/nsecond]],0[[%]],1.02[[Kbyte/block]],3.62[[usecond]],0[[byte/block]],"4,840[[cycle]]",0.15[[warp]],884[[inst]],0.32[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],9.98[[%]],"1,112[[inst]]",0.40[[inst/cycle]],0.11[[]],15.87[[%]],84.38[[%]],0.26[[%]],0[[]],0[[%]],99.82[[%]],0.25[[%]],0.26[[%]],0.02[[%]],0[[byte/second]],0.26[[%]],89.13[[%]],10.87[[%]],32[[register/thread]],25.79[[cycle]],9.98[[%]],1.34[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],512[[thread]],41.68[[cycle]],33.14[[cycle]],0.00[[]]
8.162.1.8.8,8,162,1,8,8,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_64x1_tn_align8>(T1::Params),1,7,"(32, 1, 1)","(1, 1, 1)",0,8.0,1[[warp]],1.56[[%]],1[[warp]],32[[]],0[[]],1.03[[inst]],1.10[[inst]],30.01[[]],28[[block]],32[[block]],29[[block]],64[[block]],32[[]],100[[%]],11[[inst]],0.02[[%]],0.02[[%]],1.52[[cycle/nsecond]],0.01[[%]],1.02[[Kbyte/block]],5.02[[usecond]],4.61[[Kbyte/block]],"6,122[[cycle]]",0.11[[warp]],443[[inst]],0.10[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],2.59[[%]],474[[inst]],0.10[[inst/cycle]],0.11[[]],9.62[[%]],0[[%]],0.21[[%]],0[[]],0[[%]],103.93[[%]],0.21[[%]],0.21[[%]],0.01[[%]],101.91[[Mbyte/second]],0.21[[%]],88.53[[%]],11.47[[%]],71[[register/thread]],42.35[[cycle]],2.59[[%]],1.22[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],32[[thread]],9.33[[cycle]],8.72[[cycle]],0.00[[]]
12.162.1.12.12,12,162,1,12,12,void cutlass::Kernel<cutlass_75_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align1>(T1::Params),1,7,"(128, 1, 1)","(1, 1, 1)",0,8.0,3.97[[warp]],6.20[[%]],1[[warp]],31.96[[]],0.00[[]],5.05[[inst]],5.31[[inst]],28.86[[]],9[[block]],32[[block]],16[[block]],16[[block]],128[[]],96.97[[%]],46[[inst]],0.02[[%]],0.08[[%]],1.53[[cycle/nsecond]],0.01[[%]],1.02[[Kbyte/block]],5.18[[usecond]],5.12[[Kbyte/block]],"6,375[[cycle]]",0.13[[warp]],"2,180[[inst]]",0.49[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],12.93[[%]],"2,292[[inst]]",0.52[[inst/cycle]],0.13[[]],10.47[[%]],87.36[[%]],0.21[[%]],0[[]],0[[%]],97.44[[%]],0.21[[%]],0.21[[%]],0.04[[%]],222.22[[Mbyte/second]],0.21[[%]],86.90[[%]],13.10[[%]],56[[register/thread]],41.02[[cycle]],12.93[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],36[[warp]],56.25[[%]],128[[thread]],8.03[[cycle]],7.63[[cycle]],0.00[[]]
16.162.1.16.16,16,162,1,16,16,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_64x1_tn_align8>(T1::Params),1,7,"(32, 1, 1)","(1, 1, 1)",0,8.0,1.00[[warp]],1.56[[%]],1[[warp]],32[[]],0[[]],1.03[[inst]],1.10[[inst]],30.20[[]],28[[block]],32[[block]],29[[block]],64[[block]],32[[]],100[[%]],12[[inst]],0.03[[%]],0.02[[%]],1.51[[cycle/nsecond]],0.01[[%]],1.02[[Kbyte/block]],5.09[[usecond]],4.61[[Kbyte/block]],"6,151[[cycle]]",0.10[[warp]],445[[inst]],0.11[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],2.86[[%]],476[[inst]],0.11[[inst/cycle]],0.10[[]],10.90[[%]],2[[%]],0.41[[%]],0[[]],0[[%]],96.93[[%]],0.41[[%]],0.22[[%]],0.01[[%]],251.57[[Mbyte/second]],0.41[[%]],89.52[[%]],10.48[[%]],71[[register/thread]],38.58[[cycle]],2.86[[%]],1.21[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],32[[thread]],10.21[[cycle]],9.55[[cycle]],0.00[[]]
20.162.1.20.20,20,162,1,20,20,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(1, 1, 1)",0,8.0,3.89[[warp]],6.08[[%]],1[[warp]],31.93[[]],0.00[[]],3.88[[inst]],4.18[[inst]],29.85[[]],10[[block]],32[[block]],16[[block]],16[[block]],128[[]],94.12[[%]],48[[inst]],0.03[[%]],0.07[[%]],1.52[[cycle/nsecond]],0.02[[%]],1.02[[Kbyte/block]],5.06[[usecond]],5.12[[Kbyte/block]],"6,208[[cycle]]",0.12[[warp]],"1,678[[inst]]",0.42[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],11.24[[%]],"1,806[[inst]]",0.45[[inst/cycle]],0.12[[]],11.97[[%]],74[[%]],0.22[[%]],0[[]],0[[%]],96.48[[%]],0.22[[%]],0.21[[%]],0.03[[%]],405.06[[Mbyte/second]],0.22[[%]],88.42[[%]],11.58[[%]],46[[register/thread]],37.20[[cycle]],11.24[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],40[[warp]],62.50[[%]],128[[thread]],9.29[[cycle]],8.63[[cycle]],0.00[[]]
24.162.1.24.24,24,162,1,24,24,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params),1,7,"(32, 1, 1)","(4, 1, 1)",0,8.0,1[[warp]],1.56[[%]],1[[warp]],31.96[[]],0.00[[]],3.68[[inst]],3.97[[inst]],30.29[[]],32[[block]],32[[block]],37[[block]],64[[block]],32[[]],97.06[[%]],47[[inst]],0.03[[%]],0.08[[%]],1.50[[cycle/nsecond]],0.03[[%]],1.02[[Kbyte/block]],4.38[[usecond]],2.56[[Kbyte/block]],"5,258[[cycle]]",0.14[[warp]],"1,589[[inst]]",0.12[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],4[[]],3.13[[%]],"1,713[[inst]]",0.13[[inst/cycle]],0.13[[]],3.92[[%]],0.95[[%]],0.30[[%]],0[[]],0[[%]],95.41[[%]],0.30[[%]],0.28[[%]],0.02[[%]],583.94[[Mbyte/second]],0.30[[%]],86.54[[%]],13.46[[%]],61[[register/thread]],126.52[[cycle]],3.13[[%]],1.20[[cycle/nsecond]],135.17[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],128[[thread]],8.01[[cycle]],7.43[[cycle]],0.00[[]]
28.162.1.28.28,28,162,1,28,28,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(1, 1, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],31.93[[]],0.01[[]],3.89[[inst]],4.19[[inst]],30.25[[]],10[[block]],32[[block]],16[[block]],16[[block]],128[[]],91.43[[%]],50[[inst]],0.03[[%]],0.07[[%]],1.48[[cycle/nsecond]],0.04[[%]],1.02[[Kbyte/block]],5.15[[usecond]],5.12[[Kbyte/block]],"6,064[[cycle]]",0.10[[warp]],"1,681[[inst]]",0.41[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],10.99[[%]],"1,809[[inst]]",0.44[[inst/cycle]],0.10[[]],12.56[[%]],72.48[[%]],0.25[[%]],0[[]],0[[%]],96.49[[%]],0.25[[%]],0.23[[%]],0.03[[%]],670.81[[Mbyte/second]],0.25[[%]],89.53[[%]],10.47[[%]],46[[register/thread]],38.11[[cycle]],10.99[[%]],1.18[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],40[[warp]],62.50[[%]],128[[thread]],10.27[[cycle]],9.55[[cycle]],0.00[[]]
32.162.1.32.32,32,162,1,32,32,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_16x16_32x1_tn_align8>(T1::Params),1,7,"(32, 1, 1)","(4, 1, 1)",0,8.0,1.00[[warp]],1.56[[%]],1[[warp]],32[[]],0[[]],3.69[[inst]],3.97[[inst]],30.55[[]],32[[block]],32[[block]],37[[block]],64[[block]],32[[]],100[[%]],48[[inst]],0.03[[%]],0.07[[%]],1.53[[cycle/nsecond]],0.05[[%]],1.02[[Kbyte/block]],4.42[[usecond]],2.56[[Kbyte/block]],"5,415[[cycle]]",0.13[[warp]],"1,592[[inst]]",0.12[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],4[[]],3.33[[%]],"1,716[[inst]]",0.13[[inst/cycle]],0.13[[]],4.13[[%]],1.22[[%]],0.28[[%]],0[[]],0[[%]],92.85[[%]],0.27[[%]],0.28[[%]],0.02[[%]],985.51[[Mbyte/second]],0.28[[%]],86.61[[%]],13.39[[%]],61[[register/thread]],119.41[[cycle]],3.33[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],128[[thread]],8.05[[cycle]],7.47[[cycle]],0.00[[]]
36.162.1.36.36,36,162,1,36,36,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.90[[warp]],6.10[[%]],1[[warp]],31.96[[]],0.01[[]],21.94[[inst]],23.06[[inst]],29.63[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],97.06[[%]],188[[inst]],0.02[[%]],0.40[[%]],1.49[[cycle/nsecond]],0.06[[%]],1.02[[Kbyte/block]],4.86[[usecond]],9.22[[Kbyte/block]],"5,762[[cycle]]",0.17[[warp]],"9,476[[inst]]",0.65[[inst/cycle]],0.02[[inst/cycle]],CachePreferNone[[]],4[[]],17.09[[%]],"9,964[[inst]]",0.68[[inst/cycle]],0.17[[]],13.87[[%]],73.41[[%]],0.29[[%]],0[[]],0[[%]],92.26[[%]],0.29[[%]],0.33[[%]],0.17[[%]],1.16[[Gbyte/second]],0.33[[%]],82.91[[%]],17.09[[%]],63[[register/thread]],134.96[[cycle]],17.09[[%]],1.18[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],6.15[[cycle]],5.85[[cycle]],0.00[[]]
40.162.1.40.40,40,162,1,40,40,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.89[[warp]],6.08[[%]],1[[warp]],31.94[[]],0.01[[]],16.21[[inst]],17.35[[inst]],30.51[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],96.38[[%]],191[[inst]],0.03[[%]],0.31[[%]],1.47[[cycle/nsecond]],0.07[[%]],1.02[[Kbyte/block]],4.77[[usecond]],9.22[[Kbyte/block]],"5,583[[cycle]]",0.14[[warp]],"7,001[[inst]]",0.50[[inst/cycle]],0.01[[inst/cycle]],CachePreferNone[[]],4[[]],13.47[[%]],"7,497[[inst]]",0.54[[inst/cycle]],0.14[[]],11.30[[%]],5.96[[%]],0.31[[%]],0[[]],0[[%]],88.85[[%]],0.31[[%]],0.30[[%]],0.10[[%]],1.40[[Gbyte/second]],0.31[[%]],86.09[[%]],13.91[[%]],63[[register/thread]],128.84[[cycle]],13.47[[%]],1.17[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],7.70[[cycle]],7.19[[cycle]],0.00[[]]
44.162.1.44.44,44,162,1,44,44,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.93[[warp]],6.15[[%]],1[[warp]],31.96[[]],0.01[[]],21.95[[inst]],23.08[[inst]],29.83[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],96.38[[%]],191[[inst]],0.02[[%]],0.40[[%]],1.48[[cycle/nsecond]],0.09[[%]],1.02[[Kbyte/block]],4.90[[usecond]],9.22[[Kbyte/block]],"5,789[[cycle]]",0.17[[warp]],"9,481[[inst]]",0.64[[inst/cycle]],0.02[[inst/cycle]],CachePreferNone[[]],4[[]],16.90[[%]],"9,969[[inst]]",0.68[[inst/cycle]],0.17[[]],14.22[[%]],70.99[[%]],0.33[[%]],0[[]],0[[%]],88.41[[%]],0.33[[%]],0.34[[%]],0.17[[%]],1.65[[Gbyte/second]],0.34[[%]],82.75[[%]],17.25[[%]],63[[register/thread]],136.51[[cycle]],16.90[[%]],1.18[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],6.10[[cycle]],5.80[[cycle]],0.00[[]]
48.162.1.48.48,48,162,1,48,48,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.92[[warp]],6.12[[%]],1[[warp]],31.95[[]],0.01[[]],16.22[[inst]],17.37[[inst]],30.58[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],95.71[[%]],194[[inst]],0.03[[%]],0.31[[%]],1.53[[cycle/nsecond]],0.10[[%]],1.02[[Kbyte/block]],4.64[[usecond]],9.22[[Kbyte/block]],"5,671[[cycle]]",0.13[[warp]],"7,006[[inst]]",0.49[[inst/cycle]],0.01[[inst/cycle]],CachePreferNone[[]],4[[]],13.21[[%]],"7,502[[inst]]",0.53[[inst/cycle]],0.13[[]],11.34[[%]],3.97[[%]],0.32[[%]],0[[]],0[[%]],84.66[[%]],0.30[[%]],0.32[[%]],0.10[[%]],2.04[[Gbyte/second]],0.32[[%]],87.27[[%]],12.73[[%]],63[[register/thread]],131.44[[cycle]],13.21[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],8.41[[cycle]],7.85[[cycle]],0.00[[]]
52.162.1.52.52,52,162,1,52,52,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.94[[warp]],6.15[[%]],1[[warp]],31.96[[]],0.01[[]],21.96[[inst]],23.09[[inst]],30.08[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],95.71[[%]],194[[inst]],0.02[[%]],0.40[[%]],1.49[[cycle/nsecond]],0.12[[%]],1.02[[Kbyte/block]],4.90[[usecond]],9.22[[Kbyte/block]],"5,845[[cycle]]",0.17[[warp]],"9,486[[inst]]",0.61[[inst/cycle]],0.02[[inst/cycle]],CachePreferNone[[]],4[[]],15.96[[%]],"9,974[[inst]]",0.64[[inst/cycle]],0.17[[]],14.16[[%]],71.52[[%]],0.39[[%]],0[[]],0[[%]],88.12[[%]],0.36[[%]],0.36[[%]],0.17[[%]],2.30[[Gbyte/second]],0.36[[%]],83.23[[%]],16.77[[%]],63[[register/thread]],144.62[[cycle]],15.96[[%]],1.19[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],6.27[[cycle]],5.96[[cycle]],0.00[[]]
56.162.1.56.56,56,162,1,56,56,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.95[[warp]],6.18[[%]],1[[warp]],31.95[[]],0.02[[]],16.23[[inst]],17.38[[inst]],30.68[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],95.07[[%]],197[[inst]],0.03[[%]],0.31[[%]],1.46[[cycle/nsecond]],0.14[[%]],1.02[[Kbyte/block]],4.70[[usecond]],9.22[[Kbyte/block]],"5,530[[cycle]]",0.14[[warp]],"7,011[[inst]]",0.49[[inst/cycle]],0.01[[inst/cycle]],CachePreferNone[[]],4[[]],13.02[[%]],"7,507[[inst]]",0.52[[inst/cycle]],0.14[[]],11.84[[%]],5.68[[%]],0.44[[%]],0[[]],0[[%]],81.61[[%]],0.37[[%]],0.38[[%]],0.10[[%]],2.69[[Gbyte/second]],0.38[[%]],86.21[[%]],13.79[[%]],63[[register/thread]],133.44[[cycle]],13.02[[%]],1.17[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],7.76[[cycle]],7.25[[cycle]],0.00[[]]
60.162.1.60.60,60,162,1,60,60,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],31.97[[]],0.02[[]],21.97[[inst]],23.10[[inst]],30.37[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],95.07[[%]],197[[inst]],0.02[[%]],0.40[[%]],1.45[[cycle/nsecond]],0.16[[%]],1.02[[Kbyte/block]],4.96[[usecond]],9.22[[Kbyte/block]],"5,781[[cycle]]",0.16[[warp]],"9,491[[inst]]",0.61[[inst/cycle]],0.02[[inst/cycle]],CachePreferNone[[]],4[[]],15.98[[%]],"9,979[[inst]]",0.64[[inst/cycle]],0.16[[]],14.88[[%]],70.51[[%]],0.49[[%]],0[[]],0[[%]],80.55[[%]],0.40[[%]],0.39[[%]],0.17[[%]],2.97[[Gbyte/second]],0.40[[%]],83.52[[%]],16.48[[%]],63[[register/thread]],144.52[[cycle]],15.98[[%]],1.16[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],6.38[[cycle]],6.07[[cycle]],0.00[[]]
64.162.1.64.64,64,162,1,64,64,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_64x1_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(4, 1, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],16.22[[inst]],17.37[[inst]],30.83[[]],8[[block]],32[[block]],10[[block]],16[[block]],128[[]],100[[%]],192[[inst]],0.03[[%]],0.31[[%]],1.48[[cycle/nsecond]],0.18[[%]],1.02[[Kbyte/block]],4.77[[usecond]],9.22[[Kbyte/block]],"5,663[[cycle]]",0.13[[warp]],"7,008[[inst]]",0.44[[inst/cycle]],0.01[[inst/cycle]],CachePreferNone[[]],4[[]],11.74[[%]],"7,504[[inst]]",0.47[[inst/cycle]],0.13[[]],10.69[[%]],4.17[[%]],0.52[[%]],0[[]],0[[%]],79.89[[%]],0.35[[%]],0.40[[%]],0.10[[%]],3.49[[Gbyte/second]],0.40[[%]],87.05[[%]],12.95[[%]],63[[register/thread]],147.95[[cycle]],11.74[[%]],1.19[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],32[[warp]],50[[%]],512[[thread]],8.27[[cycle]],7.72[[cycle]],0.00[[]]
68.162.1.68.68,68,162,1,68,68,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(12, 1, 1)",0,8.0,3.90[[warp]],6.09[[%]],1[[warp]],31.97[[]],0.02[[]],62.66[[inst]],65.24[[inst]],29.13[[]],5[[block]],32[[block]],5[[block]],16[[block]],128[[]],97.44[[%]],440[[inst]],0.02[[%]],1.00[[%]],1.56[[cycle/nsecond]],0.18[[%]],1.02[[Kbyte/block]],5.22[[usecond]],17.41[[Kbyte/block]],"6,535[[cycle]]",0.18[[warp]],"27,068[[inst]]",0.65[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],12[[]],16.97[[%]],"28,184[[inst]]",0.68[[inst/cycle]],0.18[[]],18.34[[%]],74.49[[%]],0.63[[%]],0[[]],0[[%]],82.11[[%]],0.56[[%]],1.08[[%]],0.56[[%]],3.63[[Gbyte/second]],1.08[[%]],81.95[[%]],18.05[[%]],96[[register/thread]],384.36[[cycle]],16.97[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],20[[warp]],31.25[[%]],"1,536[[thread]]",5.77[[cycle]],5.54[[cycle]],0.02[[]]
72.162.1.72.72,72,162,1,72,72,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(12, 1, 1)",0,8.0,3.91[[warp]],6.11[[%]],1[[warp]],31.96[[]],0.02[[]],45.01[[inst]],47.76[[inst]],30.27[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],97.14[[%]],444[[inst]],0.02[[%]],0.80[[%]],1.50[[cycle/nsecond]],0.22[[%]],1.02[[Kbyte/block]],5.02[[usecond]],33.79[[Kbyte/block]],"6,004[[cycle]]",0.14[[warp]],"19,443[[inst]]",0.51[[inst/cycle]],0.03[[inst/cycle]],CachePreferNone[[]],12[[]],13.62[[%]],"20,631[[inst]]",0.54[[inst/cycle]],0.14[[]],19.83[[%]],3.27[[%]],0.72[[%]],0[[]],0[[%]],80.68[[%]],0.63[[%]],1.16[[%]],0.43[[%]],4.20[[Gbyte/second]],1.16[[%]],86.48[[%]],13.52[[%]],94[[register/thread]],350.60[[cycle]],13.62[[%]],1.19[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],16[[warp]],25[[%]],"1,536[[thread]]",7.85[[cycle]],7.40[[cycle]],0.03[[]]
76.162.1.76.76,76,162,1,76,76,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_tn_align2>(T1::Params),1,7,"(128, 1, 1)","(12, 1, 1)",0,8.0,3.96[[warp]],6.18[[%]],1[[warp]],31.98[[]],0.02[[]],62.67[[inst]],65.26[[inst]],29.30[[]],5[[block]],32[[block]],5[[block]],16[[block]],128[[]],97.14[[%]],444[[inst]],0.02[[%]],1.02[[%]],1.50[[cycle/nsecond]],0.23[[%]],1.02[[Kbyte/block]],5.31[[usecond]],17.41[[Kbyte/block]],"6,390[[cycle]]",0.18[[warp]],"27,075[[inst]]",0.68[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],12[[]],17.71[[%]],"28,191[[inst]]",0.71[[inst/cycle]],0.18[[]],20.73[[%]],74.00[[%]],0.82[[%]],0[[]],0[[%]],79.97[[%]],0.59[[%]],1.20[[%]],0.58[[%]],4.46[[Gbyte/second]],1.20[[%]],81.97[[%]],18.03[[%]],96[[register/thread]],368.56[[cycle]],17.71[[%]],1.20[[cycle/nsecond]],102.40[[Kbyte]],0[[byte/block]],20[[warp]],31.25[[%]],"1,536[[thread]]",5.78[[cycle]],5.55[[cycle]],0.02[[]]
80.162.1.80.80,80,162,1,80,80,void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x2_tn_align8>(T1::Params),1,7,"(128, 1, 1)","(12, 1, 1)",0,8.0,3.97[[warp]],6.20[[%]],1[[warp]],31.97[[]],0.02[[]],45.02[[inst]],47.77[[inst]],30.34[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],96.86[[%]],448[[inst]],0.02[[%]],0.80[[%]],1.50[[cycle/nsecond]],0.27[[%]],1.02[[Kbyte/block]],4.99[[usecond]],33.79[[Kbyte/block]],"6,007[[cycle]]",0.14[[warp]],"19,450[[inst]]",0.48[[inst/cycle]],0.03[[inst/cycle]],CachePreferNone[[]],12[[]],12.78[[%]],"20,638[[inst]]",0.51[[inst/cycle]],0.14[[]],18.87[[%]],2.93[[%]],0.86[[%]],0[[]],0[[%]],78.38[[%]],0.65[[%]],1.18[[%]],0.43[[%]],5.21[[Gbyte/second]],1.18[[%]],86.08[[%]],13.92[[%]],94[[register/thread]],373.71[[cycle]],12.78[[%]],1.20[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],16[[warp]],25[[%]],"1,536[[thread]]",7.63[[cycle]],7.19[[cycle]],0.03[[]]
