Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
320.161.0.320.320,320,161,0,320,320,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],329.40[[inst]],332.18[[inst]],30.02[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"4,300[[inst]]",0.03[[%]],3.25[[%]],1.53[[cycle/nsecond]],2.50[[%]],1.02[[Kbyte/block]],8.38[[usecond]],49.15[[Kbyte/block]],"10,255[[cycle]]",0.18[[warp]],"142,300[[inst]]",0.71[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],25[[]],17.87[[%]],"143,500[[inst]]",0.71[[inst/cycle]],0.18[[]],31.63[[%]],0.98[[%]],5.75[[%]],0[[]],0[[%]],72.41[[%]],4.27[[%]],5.74[[%]],2.38[[%]],48.96[[Gbyte/second]],5.74[[%]],81.91[[%]],18.09[[%]],146[[register/thread]],"1,858.58[[cycle]]",17.87[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"3,200[[thread]]",5.57[[cycle]],5.53[[cycle]],0[[]]
336.161.0.336.336,336,161,0,336,336,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],505.33[[inst]],509.33[[inst]],29.92[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.95[[%]],1.56[[cycle/nsecond]],2.74[[%]],1.02[[Kbyte/block]],8.29[[usecond]],49.15[[Kbyte/block]],"10,371[[cycle]]",0.19[[warp]],"218,304[[inst]]",0.76[[inst/cycle]],0.20[[inst/cycle]],CachePreferNone[[]],36[[]],19.13[[%]],"220,032[[inst]]",0.77[[inst/cycle]],0.19[[]],34.96[[%]],0.95[[%]],6.94[[%]],0[[]],0[[%]],83.98[[%]],5.78[[%]],8.99[[%]],3.66[[%]],54.61[[Gbyte/second]],8.99[[%]],80.81[[%]],19.19[[%]],146[[register/thread]],"2,661.84[[cycle]]",19.23[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.25[[cycle]],5.21[[cycle]],0[[]]
352.161.0.352.352,352,161,0,352,352,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],505.33[[inst]],509.33[[inst]],29.94[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.84[[%]],1.56[[cycle/nsecond]],3.02[[%]],1.02[[Kbyte/block]],8.48[[usecond]],49.15[[Kbyte/block]],"10,605[[cycle]]",0.19[[warp]],"218,304[[inst]]",0.75[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],36[[]],18.99[[%]],"220,032[[inst]]",0.76[[inst/cycle]],0.19[[]],34.76[[%]],0.91[[%]],7.10[[%]],0[[]],0[[%]],80.85[[%]],5.98[[%]],8.80[[%]],3.58[[%]],60.38[[Gbyte/second]],8.80[[%]],80.88[[%]],19.12[[%]],146[[register/thread]],"2,681.72[[cycle]]",19.09[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.27[[cycle]],5.23[[cycle]],0[[]]
368.161.0.368.368,368,161,0,368,368,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],505.33[[inst]],509.33[[inst]],29.89[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.92[[%]],1.53[[cycle/nsecond]],3.25[[%]],1.02[[Kbyte/block]],8.51[[usecond]],49.15[[Kbyte/block]],"10,421[[cycle]]",0.19[[warp]],"218,304[[inst]]",0.73[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],36[[]],18.31[[%]],"220,032[[inst]]",0.73[[inst/cycle]],0.19[[]],32.78[[%]],0.87[[%]],7.91[[%]],0[[]],0[[%]],83.09[[%]],6.69[[%]],8.76[[%]],3.64[[%]],63.74[[Gbyte/second]],8.76[[%]],81.45[[%]],18.55[[%]],146[[register/thread]],"2,781.76[[cycle]]",18.41[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.43[[cycle]],5.39[[cycle]],0[[]]
384.161.0.384.384,384,161,0,384,384,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],502.67[[inst]],506.67[[inst]],29.92[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,336[[inst]]",0.03[[%]],4.96[[%]],1.55[[cycle/nsecond]],3.56[[%]],1.02[[Kbyte/block]],8.38[[usecond]],49.15[[Kbyte/block]],"10,353[[cycle]]",0.19[[warp]],"217,152[[inst]]",0.74[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],36[[]],18.73[[%]],"218,880[[inst]]",0.75[[inst/cycle]],0.19[[]],32.10[[%]],0.83[[%]],8.14[[%]],0[[]],0[[%]],75.63[[%]],7.25[[%]],8.40[[%]],3.66[[%]],70.47[[Gbyte/second]],8.40[[%]],81.15[[%]],18.85[[%]],146[[register/thread]],"2,705.64[[cycle]]",18.92[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.35[[cycle]],5.31[[cycle]],0[[]]
416.161.0.416.416,416,161,0,416,416,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],726.38[[inst]],731.82[[inst]],29.92[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"8,624[[inst]]",0.03[[%]],7.64[[%]],1.55[[cycle/nsecond]],4.04[[%]],1.02[[Kbyte/block]],8.64[[usecond]],49.15[[Kbyte/block]],"10,674[[cycle]]",0.19[[warp]],"313,796[[inst]]",0.77[[inst/cycle]],0.27[[inst/cycle]],CachePreferNone[[]],49[[]],19.38[[%]],"316,148[[inst]]",0.78[[inst/cycle]],0.19[[]],35.75[[%]],0.78[[%]],9.60[[%]],0[[]],0[[%]],84.40[[%]],9.60[[%]],12.68[[%]],5.20[[%]],80.25[[Gbyte/second]],12.68[[%]],80.55[[%]],19.45[[%]],146[[register/thread]],"3,776.58[[cycle]]",21.53[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,272[[thread]]",5.18[[cycle]],5.14[[cycle]],0[[]]
448.161.0.448.448,448,161,0,448,448,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],722.75[[inst]],728.19[[inst]],29.97[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"8,820[[inst]]",0.03[[%]],7.73[[%]],1.52[[cycle/nsecond]],4.76[[%]],1.02[[Kbyte/block]],8.67[[usecond]],49.15[[Kbyte/block]],"10,542[[cycle]]",0.19[[warp]],"312,228[[inst]]",0.76[[inst/cycle]],0.27[[inst/cycle]],CachePreferNone[[]],49[[]],19.20[[%]],"314,580[[inst]]",0.77[[inst/cycle]],0.19[[]],33.45[[%]],0.72[[%]],11.27[[%]],0[[]],0[[%]],80.30[[%]],11.27[[%]],12.06[[%]],5.26[[%]],92.69[[Gbyte/second]],12.06[[%]],80.56[[%]],19.44[[%]],146[[register/thread]],"3,792.85[[cycle]]",21.44[[%]],1.21[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,272[[thread]]",5.18[[cycle]],5.14[[cycle]],0[[]]
480.161.0.480.480,480,161,0,480,480,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],999.11[[inst]],"1,006.22[[inst]]",30.02[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"11,520[[inst]]",0.03[[%]],11.01[[%]],1.56[[cycle/nsecond]],5.17[[%]],1.02[[Kbyte/block]],8.93[[usecond]],49.15[[Kbyte/block]],"11,068[[cycle]]",0.20[[warp]],"431,616[[inst]]",0.78[[inst/cycle]],0.36[[inst/cycle]],CachePreferNone[[]],64[[]],19.73[[%]],"434,688[[inst]]",0.79[[inst/cycle]],0.20[[]],36.57[[%]],0.68[[%]],14.08[[%]],0[[]],0[[%]],84.44[[%]],14.08[[%]],16.91[[%]],7.01[[%]],103.38[[Gbyte/second]],16.91[[%]],80.13[[%]],19.87[[%]],146[[register/thread]],"5,099.41[[cycle]]",23.80[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,192[[thread]]",5.07[[cycle]],5.03[[cycle]],0[[]]
512.161.0.512.512,512,161,0,512,512,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_tn,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],994.37[[inst]],"1,001.48[[inst]]",30.02[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"11,776[[inst]]",0.03[[%]],10.78[[%]],1.55[[cycle/nsecond]],5.82[[%]],1.02[[Kbyte/block]],9.09[[usecond]],49.15[[Kbyte/block]],"11,286[[cycle]]",0.20[[warp]],"429,568[[inst]]",0.78[[inst/cycle]],0.35[[inst/cycle]],CachePreferNone[[]],64[[]],19.59[[%]],"432,640[[inst]]",0.78[[inst/cycle]],0.20[[]],34.02[[%]],0.64[[%]],15.72[[%]],0[[]],0[[%]],80.77[[%]],15.72[[%]],15.45[[%]],6.86[[%]],115.52[[Gbyte/second]],15.72[[%]],80.49[[%]],19.51[[%]],146[[register/thread]],"5,111.78[[cycle]]",23.74[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,192[[thread]]",5.16[[cycle]],5.13[[cycle]],0[[]]
576.161.0.576.576,576,161,0,576,576,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_64x4_tn,1,7,"(128, 1, 1)","(5, 9, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],964.58[[inst]],969.58[[inst]],30.57[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"8,100[[inst]]",0.02[[%]],13.92[[%]],1.48[[cycle/nsecond]],6.00[[%]],1.02[[Kbyte/block]],11.68[[usecond]],49.15[[Kbyte/block]],"13,826[[cycle]]",0.21[[warp]],"416,700[[inst]]",0.82[[inst/cycle]],0.28[[inst/cycle]],CachePreferNone[[]],45[[]],20.51[[%]],"418,860[[inst]]",0.82[[inst/cycle]],0.21[[]],46.12[[%]],0.31[[%]],14.09[[%]],0[[]],0[[%]],78.54[[%]],14.09[[%]],15.81[[%]],5.99[[%]],113.74[[Gbyte/second]],15.81[[%]],79.39[[%]],20.61[[%]],158[[register/thread]],"4,726.27[[cycle]]",40.62[[%]],1.18[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"5,760[[thread]]",4.88[[cycle]],4.85[[cycle]],0[[]]
640.161.0.640.640,640,161,0,640,640,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_64x4_tn,1,7,"(128, 1, 1)","(5, 10, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,137.50[[inst]]","1,143.06[[inst]]",30.66[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"9,200[[inst]]",0.02[[%]],16.69[[%]],1.54[[cycle/nsecond]],7.16[[%]],1.02[[Kbyte/block]],11.62[[usecond]],49.15[[Kbyte/block]],"14,261[[cycle]]",0.21[[warp]],"491,400[[inst]]",0.82[[inst/cycle]],0.32[[inst/cycle]],CachePreferNone[[]],50[[]],20.65[[%]],"493,800[[inst]]",0.83[[inst/cycle]],0.21[[]],46.57[[%]],0.29[[%]],18.01[[%]],0[[]],0[[%]],79.47[[%]],18.01[[%]],18.15[[%]],6.95[[%]],141.41[[Gbyte/second]],18.15[[%]],79.27[[%]],20.73[[%]],158[[register/thread]],"5,536[[cycle]]",42.82[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,400[[thread]]",4.85[[cycle]],4.82[[cycle]],0[[]]
704.161.0.704.704,704,161,0,704,704,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_64x4_tn,1,7,"(128, 1, 1)","(6, 11, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,588.28[[inst]]","1,595.61[[inst]]",30.61[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"12,408[[inst]]",0.02[[%]],23.22[[%]],1.53[[cycle/nsecond]],8.32[[%]],1.02[[Kbyte/block]],12.16[[usecond]],49.15[[Kbyte/block]],"14,876[[cycle]]",0.21[[warp]],"686,136[[inst]]",0.84[[inst/cycle]],0.43[[inst/cycle]],CachePreferNone[[]],66[[]],21.17[[%]],"689,304[[inst]]",0.85[[inst/cycle]],0.21[[]],48.06[[%]],0.26[[%]],23.67[[%]],0[[]],0[[%]],81.37[[%]],23.67[[%]],24.44[[%]],9.51[[%]],163.17[[Gbyte/second]],24.44[[%]],78.80[[%]],21.20[[%]],158[[register/thread]],"7,536.67[[cycle]]",45.67[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,448[[thread]]",4.74[[cycle]],4.72[[cycle]],0[[]]
768.161.0.768.768,768,161,0,768,768,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_64x4_tn,1,7,"(128, 1, 1)","(6, 12, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"1,827.33[[inst]]","1,835.33[[inst]]",30.73[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"13,824[[inst]]",0.02[[%]],26.14[[%]],1.54[[cycle/nsecond]],9.34[[%]],1.02[[Kbyte/block]],12.83[[usecond]],49.15[[Kbyte/block]],"15,737[[cycle]]",0.21[[warp]],"789,408[[inst]]",0.84[[inst/cycle]],0.47[[inst/cycle]],CachePreferNone[[]],72[[]],21.08[[%]],"792,864[[inst]]",0.84[[inst/cycle]],0.21[[]],47.65[[%]],0.25[[%]],28.33[[%]],0[[]],0[[%]],81.79[[%]],28.33[[%]],26.48[[%]],10.64[[%]],184[[Gbyte/second]],28.33[[%]],78.83[[%]],21.17[[%]],158[[register/thread]],"8,707.05[[cycle]]",47.04[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"9,216[[thread]]",4.74[[cycle]],4.72[[cycle]],0[[]]
832.161.0.832.832,832,161,0,832,832,ampere_bf16_s16816gemm_bf16_128x64_ldg8_relu_f2f_stages_64x4_tn,1,7,"(128, 1, 1)","(7, 13, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],"2,429.19[[inst]]","2,439.31[[inst]]",30.71[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"17,836[[inst]]",0.02[[%]],31.52[[%]],1.58[[cycle/nsecond]],9.61[[%]],1.02[[Kbyte/block]],14.24[[usecond]],49.15[[Kbyte/block]],"17,860[[cycle]]",0.20[[warp]],"1,049,412[[inst]]",0.80[[inst/cycle]],0.55[[inst/cycle]],CachePreferNone[[]],91[[]],20.00[[%]],"1,053,780[[inst]]",0.80[[inst/cycle]],0.20[[]],45.43[[%]],0.22[[%]],32.37[[%]],0[[]],0[[%]],83.82[[%]],32.37[[%]],31.13[[%]],12.75[[%]],194.58[[Gbyte/second]],32.37[[%]],79.91[[%]],20.09[[%]],158[[register/thread]],"12,193.50[[cycle]]",45.99[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"11,648[[thread]]",5.00[[cycle]],4.98[[cycle]],0[[]]
896.161.0.896.896,896,161,0,896,896,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"2,164.17[[inst]]","2,169.61[[inst]]",31.20[[]],2[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"13,524[[inst]]",0.01[[%]],24.86[[%]],1.57[[cycle/nsecond]],7.70[[%]],1.02[[Kbyte/block]],20.90[[usecond]],49.15[[Kbyte/block]],"26,249[[cycle]]",0.20[[warp]],"934,920[[inst]]",0.80[[inst/cycle]],0.33[[inst/cycle]],CachePreferNone[[]],49[[]],20.15[[%]],"937,272[[inst]]",0.81[[inst/cycle]],0.20[[]],41.29[[%]],0.16[[%]],17.79[[%]],0[[]],0[[%]],79.78[[%]],17.79[[%]],16.99[[%]],6.80[[%]],154.83[[Gbyte/second]],17.79[[%]],79.71[[%]],20.29[[%]],246[[register/thread]],"10,766.72[[cycle]]",60.41[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,272[[thread]]",4.94[[cycle]],4.93[[cycle]],0[[]]
960.161.0.960.960,960,161,0,960,960,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"2,961.19[[inst]]","2,968.30[[inst]]",31.11[[]],2[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"17,920[[inst]]",0.01[[%]],33.46[[%]],1.59[[cycle/nsecond]],8.47[[%]],1.02[[Kbyte/block]],21.57[[usecond]],49.15[[Kbyte/block]],"27,292[[cycle]]",0.21[[warp]],"1,279,232[[inst]]",0.82[[inst/cycle]],0.44[[inst/cycle]],CachePreferNone[[]],64[[]],20.52[[%]],"1,282,304[[inst]]",0.82[[inst/cycle]],0.21[[]],42.27[[%]],0.15[[%]],22.44[[%]],0[[]],0[[%]],79.85[[%]],22.44[[%]],22.47[[%]],9.10[[%]],172.04[[Gbyte/second]],22.47[[%]],79.47[[%]],20.53[[%]],246[[register/thread]],"14,465.30[[cycle]]",62.92[[%]],1.26[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,192[[thread]]",4.88[[cycle]],4.87[[cycle]],0[[]]
1024.161.0.1024.1024,1024,161,0,1024,1024,ampere_bf16_s16816gemm_bf16_128x128_ldg8_relu_f2f_stages_64x3_tn,1,7,"(128, 1, 1)","(8, 8, 1)",0,8.0,4.00[[warp]],6.25[[%]],1[[warp]],32[[]],0[[]],"3,095.70[[inst]]","3,102.81[[inst]]",31.23[[]],2[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"18,176[[inst]]",0.01[[%]],34.73[[%]],1.57[[cycle/nsecond]],9.32[[%]],1.02[[Kbyte/block]],22.40[[usecond]],49.15[[Kbyte/block]],"28,077[[cycle]]",0.21[[warp]],"1,337,344[[inst]]",0.82[[inst/cycle]],0.44[[inst/cycle]],CachePreferNone[[]],64[[]],20.49[[%]],"1,340,416[[inst]]",0.82[[inst/cycle]],0.21[[]],42.16[[%]],0.14[[%]],24.84[[%]],0[[]],0[[%]],79.82[[%]],24.84[[%]],22.83[[%]],9.40[[%]],187.35[[Gbyte/second]],24.84[[%]],79.50[[%]],20.50[[%]],246[[register/thread]],"15,141.73[[cycle]]",64.12[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"8,192[[thread]]",4.89[[cycle]],4.88[[cycle]],0[[]]
1.161.1.1.1,1,161,1,1,1,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)",1,7,"(32, 4, 1)","(1, 1, 1)",0,8.0,3.33[[warp]],5.21[[%]],1[[warp]],14.22[[]],0.01[[]],1.22[[inst]],1.39[[inst]],10.71[[]],3[[block]],32[[block]],9[[block]],16[[block]],128[[]],92.16[[%]],81[[inst]],0.15[[%]],0.03[[%]],1.42[[cycle/nsecond]],0.00[[%]],1.02[[Kbyte/block]],4.51[[usecond]],640[[byte/block]],"5,178[[cycle]]",0.06[[warp]],525[[inst]],0.16[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],4.63[[%]],601[[inst]],0.19[[inst/cycle]],0.06[[]],13.45[[%]],25[[%]],0.27[[%]],0[[]],0[[%]],100.07[[%]],0.27[[%]],0.25[[%]],0.01[[%]],85.11[[Mbyte/second]],0.27[[%]],94.41[[%]],5.59[[%]],168[[register/thread]],30.07[[cycle]],4.63[[%]],1.15[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],12[[warp]],18.75[[%]],128[[thread]],20.50[[cycle]],17.90[[cycle]],0.00[[]]
2.161.1.2.2,2,161,1,2,2,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align2>(T1::Params),1,7,"(32, 1, 1)","(1, 1, 1)",0,8.0,1[[warp]],1.56[[%]],1[[warp]],32[[]],0[[]],2.92[[inst]],3.00[[inst]],27.70[[]],16[[block]],32[[block]],9[[block]],64[[block]],32[[]],100[[%]],11[[inst]],0.01[[%]],0.04[[%]],1.57[[cycle/nsecond]],0.21[[%]],1.02[[Kbyte/block]],6.27[[usecond]],16.90[[Kbyte/block]],"7,889[[cycle]]",0.25[[warp]],"1,262[[inst]]",0.24[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],6.11[[%]],"1,294[[inst]]",0.24[[inst/cycle]],0.25[[]],8.23[[%]],0[[%]],0.18[[%]],0[[]],0[[%]],103.79[[%]],0.21[[%]],0.16[[%]],0.03[[%]],4.14[[Gbyte/second]],0.21[[%]],75.46[[%]],24.54[[%]],128[[register/thread]],49.06[[cycle]],6.23[[%]],1.26[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],9[[warp]],14.06[[%]],32[[thread]],4.18[[cycle]],4.07[[cycle]],0.00[[]]
2.161.1.2.2,2,161,1,2,2,"void splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)1, (bool)0>(cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)",1,7,"(32, 16, 1)","(1, 1, 1)",0,8.0,11.56[[warp]],18.07[[%]],3.72[[warp]],14.60[[]],0[[]],1.68[[inst]],2.27[[inst]],10.17[[]],4[[block]],32[[block]],16[[block]],4[[block]],512[[]],100[[%]],132[[inst]],0.18[[%]],0.05[[%]],1.57[[cycle/nsecond]],0.00[[%]],1.02[[Kbyte/block]],3.58[[usecond]],0[[byte/block]],"4,568[[cycle]]",0.16[[warp]],724[[inst]],0.25[[inst/cycle]],0.00[[inst/cycle]],CachePreferNone[[]],1[[]],8.34[[%]],982[[inst]],0.33[[inst/cycle]],0.11[[]],14.98[[%]],84[[%]],0.28[[%]],0[[]],0[[%]],100.39[[%]],0.28[[%]],0.27[[%]],0.02[[%]],35.71[[Mbyte/second]],0.28[[%]],88.81[[%]],11.19[[%]],32[[register/thread]],27.25[[cycle]],8.34[[%]],1.27[[cycle/nsecond]],16.38[[Kbyte]],0[[byte/block]],64[[warp]],100[[%]],512[[thread]],45.04[[cycle]],33.21[[cycle]],0.00[[]]
