Kernel Name,Latency (ms)
16.32.128.32.32.128.128.3.3.1.1.1,0.02067199908196926
32.32.128.32.32.128.128.3.3.1.1.1,0.06403200328350067
b16.32.128.32.32.128.128.3.3.1.1.1,0.02191999927163124
16.32.128.32.32.128.128.5.5.1.1.1,0.02348800003528595
32.32.128.32.32.128.128.5.5.1.1.1,0.18025599420070648
b16.32.128.32.32.128.128.5.5.1.1.1,0.02534399926662445
16.32.128.32.32.128.128.7.7.1.1.1,0.0379519984126091
32.32.128.32.32.128.128.7.7.1.1.1,0.3351680040359497
b16.32.128.32.32.128.128.7.7.1.1.1,0.039583999663591385
16.32.256.32.32.256.128.3.3.1.1.1,0.16307200491428375
32.32.256.32.32.256.128.3.3.1.1.1,0.21622399985790253
b16.32.256.32.32.256.128.3.3.1.1.1,0.163455992937088
16.32.256.32.32.256.128.5.5.1.1.1,0.4774079918861389
32.32.256.32.32.256.128.5.5.1.1.1,0.6653119921684265
b16.32.256.32.32.256.128.5.5.1.1.1,0.47760000824928284
16.32.256.32.32.256.128.7.7.1.1.1,2.0284159183502197
32.32.256.32.32.256.128.7.7.1.1.1,1.298975944519043
b16.32.256.32.32.256.128.7.7.1.1.1,39.169246673583984
16.32.512.32.32.512.128.3.3.1.1.1,0.159743994474411
32.32.512.32.32.512.128.3.3.1.1.1,0.3235520124435425
b16.32.512.32.32.512.128.3.3.1.1.1,0.15990400314331055
16.32.512.32.32.512.128.5.5.1.1.1,0.29449599981307983
32.32.512.32.32.512.128.5.5.1.1.1,4.060192108154297
b16.32.512.32.32.512.128.5.5.1.1.1,0.2943359911441803
16.32.512.32.32.512.128.7.7.1.1.1,0.4588159918785095
32.32.512.32.32.512.128.7.7.1.1.1,3.3865280151367188
b16.32.512.32.32.512.128.7.7.1.1.1,0.45680001378059387
16.32.768.32.32.768.128.3.3.1.1.1,0.40649598836898804
32.32.768.32.32.768.128.3.3.1.1.1,0.7355200052261353
b16.32.768.32.32.768.128.3.3.1.1.1,0.4061119854450226
16.32.768.32.32.768.128.5.5.1.1.1,0.781823992729187
32.32.768.32.32.768.128.5.5.1.1.1,2.7007999420166016
b16.32.768.32.32.768.128.5.5.1.1.1,0.7796800136566162
16.32.768.32.32.768.128.7.7.1.1.1,3.7521278858184814
32.32.768.32.32.768.128.7.7.1.1.1,4.01148796081543
b16.32.768.32.32.768.128.7.7.1.1.1,3.812704086303711
16.32.1024.32.32.1024.128.3.3.1.1.1,0.34668800234794617
32.32.1024.32.32.1024.128.3.3.1.1.1,0.4084480106830597
b16.32.1024.32.32.1024.128.3.3.1.1.1,0.3457919955253601
16.32.1024.32.32.1024.128.5.5.1.1.1,0.7143039703369141
32.32.1024.32.32.1024.128.5.5.1.1.1,0.8369920253753662
b16.32.1024.32.32.1024.128.5.5.1.1.1,0.7149440050125122
16.32.1024.32.32.1024.128.7.7.1.1.1,3.154655933380127
32.32.1024.32.32.1024.128.7.7.1.1.1,3.419327974319458
b16.32.1024.32.32.1024.128.7.7.1.1.1,3.1886401176452637
