Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
176.161.1.176.176,176,161,1,176,176,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(48, 1, 1)",0,8.0,3.96[[warp]],6.19[[%]],1[[warp]],31.99[[]],0.05[[]],244.11[[inst]],254.77[[inst]],30.88[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],98.46[[%]],"1,930[[inst]]",0.02[[%]],3.98[[%]],1.58[[cycle/nsecond]],0.93[[%]],1.02[[Kbyte/block]],6.62[[usecond]],18.94[[Kbyte/block]],"8,345[[cycle]]",0.13[[warp]],"105,454[[inst]]",0.46[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],48[[]],11.88[[%]],"110,062[[inst]]",0.48[[inst/cycle]],0.13[[]],25.53[[%]],1.68[[%]],3.42[[%]],0[[]],0[[%]],87.46[[%]],4.41[[%]],6.56[[%]],3.98[[%]],18.78[[Gbyte/second]],6.56[[%]],87.31[[%]],12.69[[%]],72[[register/thread]],"2,144.06[[cycle]]",11.88[[%]],1.26[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"6,144[[thread]]",8.23[[cycle]],7.88[[cycle]],0.06[[]]
184.161.1.184.184,184,161,1,184,184,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(48, 1, 1)",0,8.0,3.98[[warp]],6.22[[%]],1[[warp]],31.99[[]],0.05[[]],244.14[[inst]],254.80[[inst]],30.93[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],98.40[[%]],"1,937[[inst]]",0.02[[%]],3.96[[%]],1.53[[cycle/nsecond]],1.02[[%]],1.02[[Kbyte/block]],6.82[[usecond]],18.94[[Kbyte/block]],"8,377[[cycle]]",0.12[[warp]],"105,467[[inst]]",0.46[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],48[[]],12.03[[%]],"110,073[[inst]]",0.48[[inst/cycle]],0.12[[]],26.82[[%]],4.90[[%]],3.66[[%]],0[[]],0[[%]],87.92[[%]],4.62[[%]],6.78[[%]],3.96[[%]],19.94[[Gbyte/second]],6.78[[%]],88.15[[%]],11.85[[%]],72[[register/thread]],"2,117.19[[cycle]]",12.03[[%]],1.23[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"6,144[[thread]]",8.81[[cycle]],8.44[[cycle]],0.06[[]]
192.161.1.192.192,192,161,1,192,192,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(48, 1, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],244.11[[inst]],254.76[[inst]],30.99[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],100[[%]],"1,920[[inst]]",0.02[[%]],4.01[[%]],1.50[[cycle/nsecond]],1.12[[%]],1.02[[Kbyte/block]],6.88[[usecond]],18.94[[Kbyte/block]],"8,282[[cycle]]",0.12[[warp]],"105,456[[inst]]",0.46[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],48[[]],11.98[[%]],"110,056[[inst]]",0.48[[inst/cycle]],0.12[[]],25.73[[%]],1.65[[%]],3.53[[%]],0[[]],0[[%]],83.41[[%]],4.44[[%]],6.61[[%]],4.01[[%]],21.49[[Gbyte/second]],6.61[[%]],88.18[[%]],11.82[[%]],72[[register/thread]],"2,125.89[[cycle]]",11.98[[%]],1.20[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"6,144[[thread]]",8.83[[cycle]],8.46[[cycle]],0.06[[]]
200.161.1.200.200,200,161,1,200,200,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(56, 1, 1)",0,8.0,3.97[[warp]],6.20[[%]],1[[warp]],31.99[[]],0.06[[]],330.84[[inst]],344.81[[inst]],30.92[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],98.71[[%]],"2,580[[inst]]",0.02[[%]],5.35[[%]],1.53[[cycle/nsecond]],1.19[[%]],1.02[[Kbyte/block]],6.91[[usecond]],18.94[[Kbyte/block]],"8,464[[cycle]]",0.12[[warp]],"142,923[[inst]]",0.46[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],56[[]],12.03[[%]],"148,959[[inst]]",0.48[[inst/cycle]],0.12[[]],27.46[[%]],3.95[[%]],4.91[[%]],0[[]],0[[%]],88.80[[%]],6.44[[%]],9.33[[%]],5.35[[%]],23.22[[Gbyte/second]],9.33[[%]],87.72[[%]],12.28[[%]],72[[register/thread]],"2,867.38[[cycle]]",12.03[[%]],1.22[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"7,168[[thread]]",8.48[[cycle]],8.14[[cycle]],0.07[[]]
208.161.1.208.208,208,161,1,208,208,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(56, 1, 1)",0,8.0,3.98[[warp]],6.22[[%]],1[[warp]],31.99[[]],0.06[[]],330.88[[inst]],344.85[[inst]],30.97[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],98.66[[%]],"2,588[[inst]]",0.02[[%]],5.45[[%]],1.55[[cycle/nsecond]],1.31[[%]],1.02[[Kbyte/block]],6.72[[usecond]],18.94[[Kbyte/block]],"8,296[[cycle]]",0.12[[warp]],"142,938[[inst]]",0.45[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],56[[]],11.73[[%]],"148,976[[inst]]",0.47[[inst/cycle]],0.12[[]],26.55[[%]],1.47[[%]],4.82[[%]],0[[]],0[[%]],87.68[[%]],6.49[[%]],9.42[[%]],5.45[[%]],25.85[[Gbyte/second]],9.42[[%]],87.77[[%]],12.23[[%]],72[[register/thread]],"2,940.78[[cycle]]",11.73[[%]],1.23[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"7,168[[thread]]",8.52[[cycle]],8.18[[cycle]],0.07[[]]
216.161.1.216.216,216,161,1,216,216,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(56, 1, 1)",0,8.0,3.98[[warp]],6.22[[%]],1[[warp]],31.99[[]],0.06[[]],330.91[[inst]],344.90[[inst]],31.02[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],98.62[[%]],"2,596[[inst]]",0.02[[%]],5.35[[%]],1.49[[cycle/nsecond]],1.39[[%]],1.02[[Kbyte/block]],7.07[[usecond]],18.94[[Kbyte/block]],"8,467[[cycle]]",0.12[[warp]],"142,953[[inst]]",0.46[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],56[[]],11.95[[%]],"148,998[[inst]]",0.48[[inst/cycle]],0.12[[]],27.77[[%]],2.91[[%]],5.36[[%]],0[[]],0[[%]],88.24[[%]],6.60[[%]],9.48[[%]],5.35[[%]],26.48[[Gbyte/second]],9.48[[%]],88.08[[%]],11.92[[%]],72[[register/thread]],"2,885.32[[cycle]]",11.95[[%]],1.19[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"7,168[[thread]]",8.74[[cycle]],8.39[[cycle]],0.07[[]]
224.161.1.224.224,224,161,1,224,224,void cutlass::Kernel<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align8>(T1::Params),1,7,"(128, 1, 1)","(56, 1, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],330.88[[inst]],344.87[[inst]],31.08[[]],7[[block]],32[[block]],8[[block]],16[[block]],128[[]],100[[%]],"2,576[[inst]]",0.02[[%]],5.56[[%]],1.51[[cycle/nsecond]],1.55[[%]],1.02[[Kbyte/block]],6.72[[usecond]],18.94[[Kbyte/block]],"8,143[[cycle]]",0.12[[warp]],"142,940[[inst]]",0.47[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],56[[]],12.12[[%]],"148,985[[inst]]",0.48[[inst/cycle]],0.12[[]],26.63[[%]],1.48[[%]],4.79[[%]],0[[]],0[[%]],85.41[[%]],6.55[[%]],9.32[[%]],5.56[[%]],29.96[[Gbyte/second]],9.32[[%]],87.76[[%]],12.24[[%]],72[[register/thread]],"2,844.81[[cycle]]",12.12[[%]],1.21[[cycle/nsecond]],167.94[[Kbyte]],0[[byte/block]],28[[warp]],43.75[[%]],"7,168[[thread]]",8.51[[cycle]],8.17[[cycle]],0.07[[]]
232.161.1.232.232,232,161,1,232,232,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],195.41[[inst]],197.48[[inst]],30.05[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"2,624[[inst]]",0.03[[%]],1.98[[%]],1.55[[cycle/nsecond]],1.35[[%]],1.02[[Kbyte/block]],8.03[[usecond]],49.15[[Kbyte/block]],"9,971[[cycle]]",0.17[[warp]],"84,416[[inst]]",0.68[[inst/cycle]],0.08[[inst/cycle]],CachePreferNone[[]],16[[]],17.24[[%]],"85,312[[inst]]",0.69[[inst/cycle]],0.17[[]],31.47[[%]],1.19[[%]],3.55[[%]],0[[]],0[[%]],85.13[[%]],2.83[[%]],3.62[[%]],1.39[[%]],26.90[[Gbyte/second]],3.62[[%]],82.75[[%]],17.25[[%]],146[[register/thread]],"1,145.56[[cycle]]",17.24[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"2,048[[thread]]",5.86[[cycle]],5.80[[cycle]],0[[]]
240.161.1.240.240,240,161,1,240,240,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],195.41[[inst]],197.48[[inst]],30.06[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"2,624[[inst]]",0.03[[%]],2.03[[%]],1.54[[cycle/nsecond]],1.48[[%]],1.02[[Kbyte/block]],7.90[[usecond]],49.15[[Kbyte/block]],"9,737[[cycle]]",0.18[[warp]],"84,416[[inst]]",0.70[[inst/cycle]],0.08[[inst/cycle]],CachePreferNone[[]],16[[]],17.72[[%]],"85,312[[inst]]",0.71[[inst/cycle]],0.18[[]],32.17[[%]],1.28[[%]],3.71[[%]],0[[]],0[[%]],78.65[[%]],2.23[[%]],3.69[[%]],1.43[[%]],29.25[[Gbyte/second]],3.69[[%]],82.20[[%]],17.80[[%]],146[[register/thread]],"1,114.77[[cycle]]",17.72[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"2,048[[thread]]",5.68[[cycle]],5.62[[cycle]],0[[]]
248.161.1.248.248,248,161,1,248,248,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],195.41[[inst]],197.48[[inst]],30.07[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"2,624[[inst]]",0.03[[%]],1.93[[%]],1.56[[cycle/nsecond]],1.51[[%]],1.02[[Kbyte/block]],8.19[[usecond]],49.15[[Kbyte/block]],"10,226[[cycle]]",0.17[[warp]],"84,416[[inst]]",0.66[[inst/cycle]],0.08[[inst/cycle]],CachePreferNone[[]],16[[]],16.69[[%]],"85,312[[inst]]",0.67[[inst/cycle]],0.17[[]],29.98[[%]],1.11[[%]],3.99[[%]],0[[]],0[[%]],84.50[[%]],3.14[[%]],3.99[[%]],1.36[[%]],30.12[[Gbyte/second]],3.99[[%]],83.27[[%]],16.73[[%]],146[[register/thread]],"1,183.28[[cycle]]",16.69[[%]],1.25[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"2,048[[thread]]",6.04[[cycle]],5.98[[cycle]],0[[]]
256.161.1.256.256,256,161,1,256,256,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(4, 4, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],194.07[[inst]],196.15[[inst]],30.09[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"2,688[[inst]]",0.03[[%]],2.05[[%]],1.55[[cycle/nsecond]],1.72[[%]],1.02[[Kbyte/block]],7.71[[usecond]],49.15[[Kbyte/block]],"9,562[[cycle]]",0.18[[warp]],"83,840[[inst]]",0.70[[inst/cycle]],0.08[[inst/cycle]],CachePreferNone[[]],16[[]],17.61[[%]],"84,736[[inst]]",0.70[[inst/cycle]],0.18[[]],31.41[[%]],1.20[[%]],4.05[[%]],0[[]],0[[%]],69.11[[%]],2.41[[%]],3.66[[%]],1.45[[%]],34.09[[Gbyte/second]],3.66[[%]],82.39[[%]],17.61[[%]],146[[register/thread]],"1,114.06[[cycle]]",17.61[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"2,048[[thread]]",5.74[[cycle]],5.68[[cycle]],0[[]]
272.161.1.272.272,272,161,1,272,272,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],332.64[[inst]],335.88[[inst]],29.96[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"4,200[[inst]]",0.03[[%]],3.32[[%]],1.56[[cycle/nsecond]],1.83[[%]],1.02[[Kbyte/block]],8.13[[usecond]],49.15[[Kbyte/block]],"10,118[[cycle]]",0.19[[warp]],"143,700[[inst]]",0.74[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],25[[]],18.66[[%]],"145,100[[inst]]",0.75[[inst/cycle]],0.19[[]],34.70[[%]],1.15[[%]],4.70[[%]],0[[]],0[[%]],82.25[[%]],3.23[[%]],6.18[[%]],2.41[[%]],36.52[[Gbyte/second]],6.18[[%]],81.34[[%]],18.66[[%]],146[[register/thread]],"1,800.02[[cycle]]",18.66[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"3,200[[thread]]",5.41[[cycle]],5.36[[cycle]],0[[]]
288.161.1.288.288,288,161,1,288,288,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],332.64[[inst]],335.88[[inst]],29.98[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"4,200[[inst]]",0.03[[%]],3.33[[%]],1.49[[cycle/nsecond]],2.06[[%]],1.02[[Kbyte/block]],8.48[[usecond]],49.15[[Kbyte/block]],"10,089[[cycle]]",0.19[[warp]],"143,700[[inst]]",0.74[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],25[[]],18.68[[%]],"145,100[[inst]]",0.75[[inst/cycle]],0.19[[]],35.41[[%]],1.09[[%]],5.08[[%]],0[[]],0[[%]],78.83[[%]],3.57[[%]],6.32[[%]],2.42[[%]],39.23[[Gbyte/second]],6.32[[%]],81.27[[%]],18.73[[%]],146[[register/thread]],"1,797.82[[cycle]]",18.68[[%]],1.19[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"3,200[[thread]]",5.39[[cycle]],5.34[[cycle]],0[[]]
304.161.1.304.304,304,161,1,304,304,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],332.64[[inst]],335.88[[inst]],30.00[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"4,200[[inst]]",0.03[[%]],3.26[[%]],1.55[[cycle/nsecond]],2.24[[%]],1.02[[Kbyte/block]],8.32[[usecond]],49.15[[Kbyte/block]],"10,299[[cycle]]",0.18[[warp]],"143,700[[inst]]",0.69[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],25[[]],17.35[[%]],"145,100[[inst]]",0.69[[inst/cycle]],0.18[[]],31.06[[%]],1.03[[%]],5.54[[%]],0[[]],0[[%]],81.18[[%]],3.91[[%]],5.84[[%]],2.37[[%]],44.54[[Gbyte/second]],5.84[[%]],81.78[[%]],18.22[[%]],146[[register/thread]],"1,935.99[[cycle]]",17.35[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"3,200[[thread]]",5.54[[cycle]],5.49[[cycle]],0[[]]
320.161.1.320.320,320,161,1,320,320,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(5, 5, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],330.56[[inst]],333.80[[inst]],30.02[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"4,300[[inst]]",0.03[[%]],3.29[[%]],1.46[[cycle/nsecond]],2.52[[%]],1.02[[Kbyte/block]],8.67[[usecond]],49.15[[Kbyte/block]],"10,148[[cycle]]",0.18[[warp]],"142,800[[inst]]",0.72[[inst/cycle]],0.13[[inst/cycle]],CachePreferNone[[]],25[[]],18.29[[%]],"144,200[[inst]]",0.73[[inst/cycle]],0.18[[]],31.10[[%]],0.98[[%]],5.88[[%]],0[[]],0[[%]],72.67[[%]],4.35[[%]],5.60[[%]],2.40[[%]],47.32[[Gbyte/second]],5.60[[%]],82.04[[%]],17.96[[%]],146[[register/thread]],"1,824.98[[cycle]]",18.29[[%]],1.17[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"3,200[[thread]]",5.62[[cycle]],5.57[[cycle]],0[[]]
336.161.1.336.336,336,161,1,336,336,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],507.33[[inst]],512[[inst]],29.93[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.95[[%]],1.54[[cycle/nsecond]],2.72[[%]],1.02[[Kbyte/block]],8.42[[usecond]],49.15[[Kbyte/block]],"10,358[[cycle]]",0.19[[warp]],"219,168[[inst]]",0.75[[inst/cycle]],0.20[[inst/cycle]],CachePreferNone[[]],36[[]],19.02[[%]],"221,184[[inst]]",0.76[[inst/cycle]],0.19[[]],34.21[[%]],0.95[[%]],7.04[[%]],0[[]],0[[%]],83.92[[%]],5.90[[%]],8.90[[%]],3.66[[%]],53.78[[Gbyte/second]],8.90[[%]],81.05[[%]],18.95[[%]],146[[register/thread]],"2,692.18[[cycle]]",19.02[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.32[[cycle]],5.28[[cycle]],0[[]]
352.161.1.352.352,352,161,1,352,352,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],507.33[[inst]],512[[inst]],29.95[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.97[[%]],1.55[[cycle/nsecond]],3.00[[%]],1.02[[Kbyte/block]],8.35[[usecond]],49.15[[Kbyte/block]],"10,315[[cycle]]",0.19[[warp]],"219,168[[inst]]",0.76[[inst/cycle]],0.20[[inst/cycle]],CachePreferNone[[]],36[[]],19.11[[%]],"221,184[[inst]]",0.76[[inst/cycle]],0.19[[]],34.73[[%]],0.91[[%]],7.41[[%]],0[[]],0[[%]],80.97[[%]],6.18[[%]],9.03[[%]],3.68[[%]],59.46[[Gbyte/second]],9.03[[%]],80.74[[%]],19.26[[%]],146[[register/thread]],"2,679.81[[cycle]]",19.11[[%]],1.23[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.24[[cycle]],5.19[[cycle]],0[[]]
368.161.1.368.368,368,161,1,368,368,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],507.33[[inst]],512[[inst]],29.96[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,192[[inst]]",0.03[[%]],4.89[[%]],1.49[[cycle/nsecond]],3.22[[%]],1.02[[Kbyte/block]],8.83[[usecond]],49.15[[Kbyte/block]],"10,496[[cycle]]",0.19[[warp]],"219,168[[inst]]",0.74[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],36[[]],18.57[[%]],"221,184[[inst]]",0.74[[inst/cycle]],0.19[[]],32.95[[%]],0.87[[%]],8.05[[%]],0[[]],0[[%]],83.41[[%]],6.69[[%]],8.68[[%]],3.62[[%]],61.45[[Gbyte/second]],8.68[[%]],81.30[[%]],18.70[[%]],146[[register/thread]],"2,757.60[[cycle]]",18.57[[%]],1.19[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.40[[cycle]],5.35[[cycle]],0[[]]
384.161.1.384.384,384,161,1,384,384,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(6, 6, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],504.33[[inst]],509[[inst]],29.93[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"6,336[[inst]]",0.03[[%]],4.98[[%]],1.53[[cycle/nsecond]],3.58[[%]],1.02[[Kbyte/block]],8.45[[usecond]],49.15[[Kbyte/block]],"10,297[[cycle]]",0.19[[warp]],"217,872[[inst]]",0.76[[inst/cycle]],0.20[[inst/cycle]],CachePreferNone[[]],36[[]],19.13[[%]],"219,888[[inst]]",0.77[[inst/cycle]],0.19[[]],32.62[[%]],0.83[[%]],8.38[[%]],0[[]],0[[%]],75.82[[%]],7.32[[%]],8.44[[%]],3.68[[%]],69.94[[Gbyte/second]],8.44[[%]],80.90[[%]],19.10[[%]],146[[register/thread]],"2,660.83[[cycle]]",19.24[[%]],1.22[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"4,608[[thread]]",5.29[[cycle]],5.24[[cycle]],0[[]]
416.161.1.416.416,416,161,1,416,416,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],729.10[[inst]],735.45[[inst]],29.93[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"8,624[[inst]]",0.03[[%]],7.62[[%]],1.54[[cycle/nsecond]],4.06[[%]],1.02[[Kbyte/block]],8.64[[usecond]],49.15[[Kbyte/block]],"10,696[[cycle]]",0.20[[warp]],"314,972[[inst]]",0.77[[inst/cycle]],0.27[[inst/cycle]],CachePreferNone[[]],49[[]],19.52[[%]],"317,716[[inst]]",0.78[[inst/cycle]],0.20[[]],35.78[[%]],0.78[[%]],9.72[[%]],0[[]],0[[%]],84.08[[%]],9.63[[%]],12.62[[%]],5.18[[%]],80.24[[Gbyte/second]],12.62[[%]],80.39[[%]],19.61[[%]],146[[register/thread]],"3,767.06[[cycle]]",21.58[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,272[[thread]]",5.14[[cycle]],5.10[[cycle]],0[[]]
448.161.1.448.448,448,161,1,448,448,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_relu_f2f_stages_64x6_nn,1,7,"(128, 1, 1)","(7, 7, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],725.02[[inst]],731.37[[inst]],29.98[[]],3[[block]],32[[block]],0[[block]],16[[block]],128[[]],100[[%]],"8,820[[inst]]",0.03[[%]],7.50[[%]],1.56[[cycle/nsecond]],4.61[[%]],1.02[[Kbyte/block]],8.74[[usecond]],49.15[[Kbyte/block]],"10,860[[cycle]]",0.19[[warp]],"313,208[[inst]]",0.76[[inst/cycle]],0.27[[inst/cycle]],CachePreferNone[[]],49[[]],19.24[[%]],"315,952[[inst]]",0.77[[inst/cycle]],0.19[[]],33.34[[%]],0.72[[%]],10.95[[%]],0[[]],0[[%]],80.51[[%]],10.95[[%]],11.69[[%]],5.11[[%]],92.01[[Gbyte/second]],11.69[[%]],80.63[[%]],19.37[[%]],146[[register/thread]],"3,800.92[[cycle]]",21.39[[%]],1.24[[cycle/nsecond]],102.40[[Kbyte]],49.15[[Kbyte/block]],0[[warp]],0[[%]],"6,272[[thread]]",5.21[[cycle]],5.16[[cycle]],0[[]]
