Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
76.32.1.32.84,76,32,1,32,84,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(3, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],85.42[[inst]],86.58[[inst]],29.61[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,160[[inst]]",0.06[[%]],0.96[[%]],1.51[[cycle/nsecond]],0.15[[%]],1.02[[Kbyte/block]],7.49[[usecond]],0[[byte/block]],"9,047[[cycle]]",0.16[[warp]],"36,900[[inst]]",0.67[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],9[[]],16.93[[%]],"37,404[[inst]]",0.68[[inst/cycle]],0.16[[]],23.58[[%]],0[[%]],0.69[[%]],0[[]],0[[%]],117.37[[%]],0.59[[%]],1.33[[%]],0.59[[%]],2.82[[Gbyte/second]],1.33[[%]],83.72[[%]],16.28[[%]],86[[register/thread]],511.36[[cycle]],16.93[[%]],1.21[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,152[[thread]]",6.23[[cycle]],6.14[[cycle]],0.02[[]]
76.32.1.32.88,76,32,1,32,88,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(3, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],85.42[[inst]],86.58[[inst]],29.63[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,160[[inst]]",0.06[[%]],0.94[[%]],1.57[[cycle/nsecond]],0.15[[%]],1.02[[Kbyte/block]],7.39[[usecond]],0[[byte/block]],"9,268[[cycle]]",0.16[[warp]],"36,900[[inst]]",0.64[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],9[[]],16.27[[%]],"37,404[[inst]]",0.65[[inst/cycle]],0.16[[]],22.64[[%]],0[[%]],0.64[[%]],0[[]],0[[%]],83.57[[%]],0.58[[%]],1.31[[%]],0.58[[%]],2.93[[Gbyte/second]],1.31[[%]],83.69[[%]],16.31[[%]],86[[register/thread]],532.16[[cycle]],16.27[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,152[[thread]]",6.21[[cycle]],6.13[[cycle]],0.02[[]]
76.32.1.32.92,76,32,1,32,92,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(3, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],85.42[[inst]],86.58[[inst]],29.64[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,160[[inst]]",0.06[[%]],0.96[[%]],1.51[[cycle/nsecond]],0.15[[%]],1.02[[Kbyte/block]],7.49[[usecond]],0[[byte/block]],"9,076[[cycle]]",0.16[[warp]],"36,900[[inst]]",0.66[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],9[[]],16.79[[%]],"37,404[[inst]]",0.67[[inst/cycle]],0.16[[]],23.33[[%]],0[[%]],0.76[[%]],0[[]],0[[%]],85.09[[%]],0.59[[%]],1.33[[%]],0.59[[%]],2.97[[Gbyte/second]],1.33[[%]],83.78[[%]],16.22[[%]],86[[register/thread]],515.75[[cycle]],16.79[[%]],1.21[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,152[[thread]]",6.25[[cycle]],6.17[[cycle]],0.02[[]]
76.32.1.32.96,76,32,1,32,96,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(3, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],85.42[[inst]],86.58[[inst]],29.66[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,160[[inst]]",0.06[[%]],0.96[[%]],1.54[[cycle/nsecond]],0.16[[%]],1.02[[Kbyte/block]],7.33[[usecond]],0[[byte/block]],"9,051[[cycle]]",0.16[[warp]],"36,900[[inst]]",0.62[[inst/cycle]],0.04[[inst/cycle]],CachePreferNone[[]],9[[]],15.82[[%]],"37,404[[inst]]",0.63[[inst/cycle]],0.16[[]],22.00[[%]],0[[%]],0.68[[%]],0[[]],0[[%]],81.62[[%]],0.59[[%]],1.33[[%]],0.59[[%]],3.11[[Gbyte/second]],1.33[[%]],84.21[[%]],15.79[[%]],86[[register/thread]],547.37[[cycle]],15.82[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,152[[thread]]",6.42[[cycle]],6.33[[cycle]],0.02[[]]
76.32.1.32.100,76,32,1,32,100,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.58[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.25[[%]],1.51[[cycle/nsecond]],0.16[[%]],1.02[[Kbyte/block]],7.62[[usecond]],0[[byte/block]],"9,251[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.66[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],16.71[[%]],"49,872[[inst]]",0.67[[inst/cycle]],0.16[[]],23.25[[%]],0[[%]],0.88[[%]],0[[]],0[[%]],113.59[[%]],0.77[[%]],1.74[[%]],0.77[[%]],3.06[[Gbyte/second]],1.74[[%]],84.10[[%]],15.90[[%]],86[[register/thread]],690.74[[cycle]],16.71[[%]],1.21[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.37[[cycle]],6.29[[cycle]],0.03[[]]
76.32.1.32.104,76,32,1,32,104,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.59[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.26[[%]],1.54[[cycle/nsecond]],0.16[[%]],1.02[[Kbyte/block]],7.46[[usecond]],0[[byte/block]],"9,202[[cycle]]",0.15[[warp]],"49,200[[inst]]",0.67[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],16.94[[%]],"49,872[[inst]]",0.68[[inst/cycle]],0.15[[]],23.56[[%]],0[[%]],0.87[[%]],0[[]],0[[%]],85.05[[%]],0.78[[%]],1.75[[%]],0.78[[%]],3.19[[Gbyte/second]],1.75[[%]],84.83[[%]],15.17[[%]],86[[register/thread]],681.55[[cycle]],16.94[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.68[[cycle]],6.59[[cycle]],0.03[[]]
76.32.1.32.108,76,32,1,32,108,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.60[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.25[[%]],1.56[[cycle/nsecond]],0.16[[%]],1.02[[Kbyte/block]],7.39[[usecond]],0[[byte/block]],"9,270[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.62[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],15.80[[%]],"49,872[[inst]]",0.63[[inst/cycle]],0.16[[]],21.99[[%]],0[[%]],0.92[[%]],0[[]],0[[%]],80.95[[%]],0.77[[%]],1.74[[%]],0.77[[%]],3.29[[Gbyte/second]],1.74[[%]],84.17[[%]],15.83[[%]],86[[register/thread]],730.69[[cycle]],15.80[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.40[[cycle]],6.32[[cycle]],0.03[[]]
76.32.1.32.112,76,32,1,32,112,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.61[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.27[[%]],1.54[[cycle/nsecond]],0.17[[%]],1.02[[Kbyte/block]],7.42[[usecond]],0[[byte/block]],"9,153[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.63[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],15.85[[%]],"49,872[[inst]]",0.63[[inst/cycle]],0.16[[]],22.07[[%]],0[[%]],0.91[[%]],0[[]],0[[%]],80.63[[%]],0.78[[%]],1.76[[%]],0.78[[%]],3.34[[Gbyte/second]],1.76[[%]],84.06[[%]],15.94[[%]],86[[register/thread]],728.28[[cycle]],15.85[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.36[[cycle]],6.27[[cycle]],0.03[[]]
76.32.1.32.116,76,32,1,32,116,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.62[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.26[[%]],1.54[[cycle/nsecond]],0.17[[%]],1.02[[Kbyte/block]],7.46[[usecond]],0[[byte/block]],"9,210[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.62[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],15.83[[%]],"49,872[[inst]]",0.63[[inst/cycle]],0.16[[]],21.97[[%]],0[[%]],0.98[[%]],0[[]],0[[%]],79.46[[%]],0.78[[%]],1.75[[%]],0.78[[%]],3.40[[Gbyte/second]],1.75[[%]],84.10[[%]],15.90[[%]],86[[register/thread]],729.36[[cycle]],15.83[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.38[[cycle]],6.29[[cycle]],0.03[[]]
76.32.1.32.120,76,32,1,32,120,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.63[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.23[[%]],1.54[[cycle/nsecond]],0.17[[%]],1.02[[Kbyte/block]],7.68[[usecond]],0[[byte/block]],"9,436[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.66[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],16.74[[%]],"49,872[[inst]]",0.67[[inst/cycle]],0.16[[]],23.24[[%]],0[[%]],0.95[[%]],0[[]],0[[%]],111.42[[%]],0.76[[%]],1.70[[%]],0.76[[%]],3.37[[Gbyte/second]],1.70[[%]],84.19[[%]],15.81[[%]],86[[register/thread]],689.82[[cycle]],16.74[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.41[[cycle]],6.32[[cycle]],0.03[[]]
76.32.1.32.124,76,32,1,32,124,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.64[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.23[[%]],1.54[[cycle/nsecond]],0.17[[%]],1.02[[Kbyte/block]],7.68[[usecond]],0[[byte/block]],"9,436[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.60[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],15.28[[%]],"49,872[[inst]]",0.61[[inst/cycle]],0.16[[]],21.23[[%]],0[[%]],1.02[[%]],0[[]],0[[%]],79.42[[%]],0.76[[%]],1.71[[%]],0.76[[%]],3.43[[Gbyte/second]],1.71[[%]],84.33[[%]],15.67[[%]],86[[register/thread]],755.41[[cycle]],15.28[[%]],1.22[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.47[[cycle]],6.38[[cycle]],0.03[[]]
76.32.1.32.128,76,32,1,32,128,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(4, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],113.89[[inst]],115.44[[inst]],29.66[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"2,880[[inst]]",0.06[[%]],1.24[[%]],1.54[[cycle/nsecond]],0.18[[%]],1.02[[Kbyte/block]],7.55[[usecond]],0[[byte/block]],"9,342[[cycle]]",0.16[[warp]],"49,200[[inst]]",0.62[[inst/cycle]],0.05[[inst/cycle]],CachePreferNone[[]],12[[]],15.64[[%]],"49,872[[inst]]",0.63[[inst/cycle]],0.16[[]],21.71[[%]],0[[%]],0.94[[%]],0[[]],0[[%]],79.13[[%]],0.76[[%]],1.72[[%]],0.76[[%]],3.56[[Gbyte/second]],1.72[[%]],84.27[[%]],15.73[[%]],86[[register/thread]],738.33[[cycle]],15.64[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,536[[thread]]",6.45[[cycle]],6.36[[cycle]],0.03[[]]
76.32.1.32.136,76,32,1,32,136,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],142.36[[inst]],144.31[[inst]],29.60[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"3,600[[inst]]",0.06[[%]],1.58[[%]],1.54[[cycle/nsecond]],0.19[[%]],1.02[[Kbyte/block]],7.42[[usecond]],0[[byte/block]],"9,149[[cycle]]",0.16[[warp]],"61,500[[inst]]",0.66[[inst/cycle]],0.06[[inst/cycle]],CachePreferNone[[]],15[[]],16.79[[%]],"62,340[[inst]]",0.67[[inst/cycle]],0.16[[]],23.34[[%]],0[[%]],1.10[[%]],0[[]],0[[%]],108.53[[%]],0.97[[%]],2.20[[%]],0.97[[%]],3.78[[Gbyte/second]],2.20[[%]],84.05[[%]],15.95[[%]],86[[register/thread]],859.53[[cycle]],16.79[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,920[[thread]]",6.35[[cycle]],6.27[[cycle]],0.03[[]]
76.32.1.32.144,76,32,1,32,144,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],142.36[[inst]],144.31[[inst]],29.62[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"3,600[[inst]]",0.06[[%]],1.56[[%]],1.54[[cycle/nsecond]],0.20[[%]],1.02[[Kbyte/block]],7.52[[usecond]],0[[byte/block]],"9,247[[cycle]]",0.15[[warp]],"61,500[[inst]]",0.62[[inst/cycle]],0.06[[inst/cycle]],CachePreferNone[[]],15[[]],15.79[[%]],"62,340[[inst]]",0.63[[inst/cycle]],0.15[[]],21.94[[%]],0[[%]],1.18[[%]],0[[]],0[[%]],80.08[[%]],0.96[[%]],2.17[[%]],0.96[[%]],3.86[[Gbyte/second]],2.17[[%]],84.60[[%]],15.40[[%]],86[[register/thread]],914.06[[cycle]],15.79[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,920[[thread]]",6.58[[cycle]],6.49[[cycle]],0.03[[]]
76.32.1.32.152,76,32,1,32,152,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],142.36[[inst]],144.31[[inst]],29.64[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"3,600[[inst]]",0.06[[%]],1.55[[%]],1.48[[cycle/nsecond]],0.20[[%]],1.02[[Kbyte/block]],7.90[[usecond]],0[[byte/block]],"9,349[[cycle]]",0.16[[warp]],"61,500[[inst]]",0.65[[inst/cycle]],0.06[[inst/cycle]],CachePreferNone[[]],15[[]],16.43[[%]],"62,340[[inst]]",0.66[[inst/cycle]],0.16[[]],22.83[[%]],0[[%]],1.23[[%]],0[[]],0[[%]],84.78[[%]],0.96[[%]],2.16[[%]],0.96[[%]],3.81[[Gbyte/second]],2.16[[%]],84.17[[%]],15.83[[%]],86[[register/thread]],878.44[[cycle]],16.43[[%]],1.18[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,920[[thread]]",6.40[[cycle]],6.32[[cycle]],0.03[[]]
76.32.1.32.160,76,32,1,32,160,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(5, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],142.36[[inst]],144.31[[inst]],29.66[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"3,600[[inst]]",0.06[[%]],1.50[[%]],1.56[[cycle/nsecond]],0.20[[%]],1.02[[Kbyte/block]],7.71[[usecond]],0[[byte/block]],"9,645[[cycle]]",0.16[[warp]],"61,500[[inst]]",0.63[[inst/cycle]],0.06[[inst/cycle]],CachePreferNone[[]],15[[]],16.08[[%]],"62,340[[inst]]",0.64[[inst/cycle]],0.16[[]],22.32[[%]],0[[%]],1.15[[%]],0[[]],0[[%]],84.94[[%]],0.93[[%]],2.08[[%]],0.93[[%]],4.03[[Gbyte/second]],2.08[[%]],84.24[[%]],15.76[[%]],86[[register/thread]],897.55[[cycle]],16.08[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"1,920[[thread]]",6.43[[cycle]],6.35[[cycle]],0.03[[]]
76.32.1.32.168,76,32,1,32,168,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],170.83[[inst]],173.17[[inst]],29.61[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,320[[inst]]",0.06[[%]],1.89[[%]],1.53[[cycle/nsecond]],0.22[[%]],1.02[[Kbyte/block]],7.49[[usecond]],0[[byte/block]],"9,163[[cycle]]",0.16[[warp]],"73,800[[inst]]",0.63[[inst/cycle]],0.07[[inst/cycle]],CachePreferNone[[]],18[[]],15.97[[%]],"74,808[[inst]]",0.64[[inst/cycle]],0.16[[]],22.22[[%]],0[[%]],1.30[[%]],0[[]],0[[%]],80.46[[%]],1.17[[%]],2.63[[%]],1.17[[%]],4.31[[Gbyte/second]],2.63[[%]],83.81[[%]],16.19[[%]],86[[register/thread]],"1,084.09[[cycle]]",15.97[[%]],1.22[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,304[[thread]]",6.26[[cycle]],6.18[[cycle]],0.04[[]]
76.32.1.32.176,76,32,1,32,176,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],170.83[[inst]],173.17[[inst]],29.63[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,320[[inst]]",0.06[[%]],1.87[[%]],1.52[[cycle/nsecond]],0.22[[%]],1.02[[Kbyte/block]],7.65[[usecond]],0[[byte/block]],"9,291[[cycle]]",0.16[[warp]],"73,800[[inst]]",0.66[[inst/cycle]],0.07[[inst/cycle]],CachePreferNone[[]],18[[]],16.63[[%]],"74,808[[inst]]",0.67[[inst/cycle]],0.16[[]],23.12[[%]],0[[%]],1.24[[%]],0[[]],0[[%]],84.92[[%]],1.15[[%]],2.60[[%]],1.15[[%]],4.35[[Gbyte/second]],2.60[[%]],83.81[[%]],16.19[[%]],86[[register/thread]],"1,041.20[[cycle]]",16.63[[%]],1.21[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,304[[thread]]",6.26[[cycle]],6.17[[cycle]],0.04[[]]
76.32.1.32.184,76,32,1,32,184,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],170.83[[inst]],173.17[[inst]],29.64[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,320[[inst]]",0.06[[%]],1.88[[%]],1.51[[cycle/nsecond]],0.23[[%]],1.02[[Kbyte/block]],7.65[[usecond]],0[[byte/block]],"9,238[[cycle]]",0.16[[warp]],"73,800[[inst]]",0.66[[inst/cycle]],0.07[[inst/cycle]],CachePreferNone[[]],18[[]],16.78[[%]],"74,808[[inst]]",0.67[[inst/cycle]],0.16[[]],23.32[[%]],0[[%]],1.35[[%]],0[[]],0[[%]],85.04[[%]],1.16[[%]],2.61[[%]],1.16[[%]],4.49[[Gbyte/second]],2.61[[%]],84.04[[%]],15.96[[%]],86[[register/thread]],"1,032.02[[cycle]]",16.78[[%]],1.20[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,304[[thread]]",6.35[[cycle]],6.27[[cycle]],0.04[[]]
76.32.1.32.192,76,32,1,32,192,ampere_sgemm_128x32_tn,1,7,"(256, 1, 1)","(6, 3, 1)",0,8.0,7.98[[warp]],12.47[[%]],2.00[[warp]],32[[]],0[[]],471.67[[inst]],476[[inst]],29.02[[]],4[[block]],32[[block]],5[[block]],8[[block]],256[[]],100[[%]],"6,048[[inst]]",0.03[[%]],4.35[[%]],1.57[[cycle/nsecond]],0.72[[%]],1.02[[Kbyte/block]],8.67[[usecond]],0[[byte/block]],"10,937[[cycle]]",0.48[[warp]],"203,760[[inst]]",1.39[[inst/cycle]],0.17[[inst/cycle]],CachePreferNone[[]],18[[]],34.96[[%]],"205,632[[inst]]",1.40[[inst/cycle]],0.35[[]],38.18[[%]],20.35[[%]],3.63[[%]],0[[]],0[[%]],96.68[[%]],2.99[[%]],4.75[[%]],2.71[[%]],14.41[[Gbyte/second]],4.75[[%]],65.45[[%]],34.55[[%]],57[[register/thread]],"1,361.60[[cycle]]",34.96[[%]],1.26[[cycle/nsecond]],102.40[[Kbyte]],16.38[[Kbyte/block]],32[[warp]],50[[%]],"4,608[[thread]]",5.83[[cycle]],5.78[[cycle]],0.04[[]]
76.32.1.32.200,76,32,1,32,200,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],199.31[[inst]],202.03[[inst]],29.53[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,040[[inst]]",0.06[[%]],2.16[[%]],1.46[[cycle/nsecond]],0.24[[%]],1.02[[Kbyte/block]],8[[usecond]],0[[byte/block]],"9,380[[cycle]]",0.16[[warp]],"86,100[[inst]]",0.64[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],21[[]],16.29[[%]],"87,276[[inst]]",0.65[[inst/cycle]],0.16[[]],22.64[[%]],0[[%]],1.39[[%]],0[[]],0[[%]],85.44[[%]],1.33[[%]],3.01[[%]],1.33[[%]],4.56[[Gbyte/second]],3.01[[%]],84.22[[%]],15.78[[%]],86[[register/thread]],"1,240.24[[cycle]]",16.29[[%]],1.17[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",6.42[[cycle]],6.34[[cycle]],0.05[[]]
76.32.1.32.208,76,32,1,32,208,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],199.31[[inst]],202.03[[inst]],29.55[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,040[[inst]]",0.06[[%]],2.17[[%]],1.63[[cycle/nsecond]],0.25[[%]],1.02[[Kbyte/block]],7.20[[usecond]],0[[byte/block]],"9,364[[cycle]]",0.16[[warp]],"86,100[[inst]]",0.65[[inst/cycle]],0.09[[inst/cycle]],CachePreferNone[[]],21[[]],16.38[[%]],"87,276[[inst]]",0.66[[inst/cycle]],0.16[[]],22.77[[%]],0[[%]],1.47[[%]],0[[]],0[[%]],86.29[[%]],1.33[[%]],3.01[[%]],1.33[[%]],5.21[[Gbyte/second]],3.01[[%]],84.42[[%]],15.58[[%]],86[[register/thread]],"1,233.46[[cycle]]",16.38[[%]],1.30[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",6.51[[cycle]],6.42[[cycle]],0.05[[]]
