Params,Inputs,Precision,Bias,Input Size,Output Size,Kernel Name,Context,Stream,Block Size,Grid Size,Device,CC,Achieved Active Warps Per SM,Achieved Occupancy,Active Warps Per Scheduler,Avg. Active Threads Per Warp,Avg. Divergent Branches,Avg. Executed Instructions Per Scheduler,Avg. Issued Instructions Per Scheduler,Avg. Not Predicated Off Threads Per Warp,Block Limit Registers,Block Limit SM,Block Limit Shared Mem,Block Limit Warps,Block Size,Branch Efficiency,Branch Instructions,Branch Instructions Ratio,Compute (SM) Throughput,DRAM Frequency,DRAM Throughput,Driver Shared Memory Per Block,Duration,Dynamic Shared Memory Per Block,Elapsed Cycles,Eligible Warps Per Scheduler,Executed Instructions,Executed Ipc Active,Executed Ipc Elapsed,Function Cache Configuration,Grid Size,Issue Slots Busy,Issued Instructions,Issued Ipc Active,Issued Warp Per Scheduler,L1/TEX Cache Throughput,L1/TEX Hit Rate,L2 Cache Throughput,L2 Compression Ratio,L2 Compression Success Rate,L2 Hit Rate,Max Bandwidth,Mem Busy,Mem Pipes Busy,Memory Throughput,Memory Throughput,No Eligible,One or More Eligible,Registers Per Thread,SM Active Cycles,SM Busy,SM Frequency,Shared Memory Configuration Size,Static Shared Memory Per Block,Theoretical Active Warps per SM,Theoretical Occupancy,Threads,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Waves Per SM
76.32.1.128.176,76,32,1,128,176,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],348.67[[inst]],351[[inst]],30.79[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,608[[inst]]",0.03[[%]],2.79[[%]],1.53[[cycle/nsecond]],0.62[[%]],1.02[[Kbyte/block]],10.75[[usecond]],0[[byte/block]],"13,207[[cycle]]",0.20[[warp]],"150,624[[inst]]",0.83[[inst/cycle]],0.11[[inst/cycle]],CachePreferNone[[]],18[[]],20.90[[%]],"151,632[[inst]]",0.84[[inst/cycle]],0.20[[]],29.66[[%]],0[[%]],1.68[[%]],0[[]],0[[%]],72.70[[%]],1.66[[%]],3.78[[%]],1.66[[%]],12.10[[Gbyte/second]],3.78[[%]],79.55[[%]],20.45[[%]],86[[register/thread]],"1,679.63[[cycle]]",21.87[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,304[[thread]]",4.92[[cycle]],4.89[[cycle]],0.04[[]]
76.32.1.128.184,76,32,1,128,184,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(6, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],348.67[[inst]],351[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"4,608[[inst]]",0.03[[%]],2.75[[%]],1.58[[cycle/nsecond]],0.63[[%]],1.02[[Kbyte/block]],10.62[[usecond]],0[[byte/block]],"13,393[[cycle]]",0.20[[warp]],"150,624[[inst]]",0.84[[inst/cycle]],0.10[[inst/cycle]],CachePreferNone[[]],18[[]],21.09[[%]],"151,632[[inst]]",0.84[[inst/cycle]],0.20[[]],29.94[[%]],0[[%]],1.78[[%]],0[[]],0[[%]],72.28[[%]],1.64[[%]],3.73[[%]],1.64[[%]],12.63[[Gbyte/second]],3.73[[%]],79.76[[%]],20.24[[%]],86[[register/thread]],"1,663.92[[cycle]]",22.08[[%]],1.26[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,304[[thread]]",4.97[[cycle]],4.94[[cycle]],0.04[[]]
76.32.1.128.200,76,32,1,128,200,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],406.78[[inst]],409.50[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,376[[inst]]",0.03[[%]],3.23[[%]],1.54[[cycle/nsecond]],0.67[[%]],1.02[[Kbyte/block]],10.82[[usecond]],0[[byte/block]],"13,317[[cycle]]",0.20[[warp]],"175,728[[inst]]",0.82[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],21[[]],20.73[[%]],"176,904[[inst]]",0.83[[inst/cycle]],0.20[[]],29.43[[%]],0[[%]],1.46[[%]],0[[]],0[[%]],85.45[[%]],1.92[[%]],4.38[[%]],1.92[[%]],13.17[[Gbyte/second]],4.38[[%]],79.75[[%]],20.25[[%]],86[[register/thread]],"1,975.83[[cycle]]",21.69[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",4.97[[cycle]],4.94[[cycle]],0.05[[]]
76.32.1.128.208,76,32,1,128,208,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],406.78[[inst]],409.50[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,376[[inst]]",0.03[[%]],3.21[[%]],1.51[[cycle/nsecond]],0.68[[%]],1.02[[Kbyte/block]],11.07[[usecond]],0[[byte/block]],"13,376[[cycle]]",0.20[[warp]],"175,728[[inst]]",0.82[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],21[[]],20.67[[%]],"176,904[[inst]]",0.83[[inst/cycle]],0.20[[]],29.35[[%]],0[[%]],1.30[[%]],0[[]],0[[%]],76.41[[%]],1.91[[%]],4.36[[%]],1.91[[%]],13.24[[Gbyte/second]],4.36[[%]],80.09[[%]],19.91[[%]],86[[register/thread]],"1,980.94[[cycle]]",21.63[[%]],1.20[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",5.06[[cycle]],5.02[[cycle]],0.05[[]]
76.32.1.128.216,76,32,1,128,216,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],406.78[[inst]],409.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,376[[inst]]",0.03[[%]],3.20[[%]],1.50[[cycle/nsecond]],0.70[[%]],1.02[[Kbyte/block]],11.17[[usecond]],0[[byte/block]],"13,416[[cycle]]",0.20[[warp]],"175,728[[inst]]",0.82[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],21[[]],20.60[[%]],"176,904[[inst]]",0.82[[inst/cycle]],0.20[[]],29.23[[%]],0[[%]],1.42[[%]],0[[]],0[[%]],84.77[[%]],1.91[[%]],4.34[[%]],1.91[[%]],13.49[[Gbyte/second]],4.34[[%]],80.28[[%]],19.72[[%]],86[[register/thread]],"1,987.60[[cycle]]",21.56[[%]],1.20[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",5.11[[cycle]],5.07[[cycle]],0.05[[]]
76.32.1.128.224,76,32,1,128,224,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(7, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],406.78[[inst]],409.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"5,376[[inst]]",0.03[[%]],3.14[[%]],1.55[[cycle/nsecond]],0.71[[%]],1.02[[Kbyte/block]],11.04[[usecond]],0[[byte/block]],"13,687[[cycle]]",0.20[[warp]],"175,728[[inst]]",0.81[[inst/cycle]],0.12[[inst/cycle]],CachePreferNone[[]],21[[]],20.42[[%]],"176,904[[inst]]",0.82[[inst/cycle]],0.20[[]],28.97[[%]],0[[%]],1.30[[%]],0[[]],0[[%]],76.31[[%]],1.87[[%]],4.26[[%]],1.87[[%]],14.02[[Gbyte/second]],4.26[[%]],80.22[[%]],19.78[[%]],86[[register/thread]],"2,005.60[[cycle]]",21.37[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"2,688[[thread]]",5.09[[cycle]],5.06[[cycle]],0.05[[]]
76.32.1.128.232,76,32,1,128,232,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],464.89[[inst]],468[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,144[[inst]]",0.03[[%]],3.68[[%]],1.50[[cycle/nsecond]],0.74[[%]],1.02[[Kbyte/block]],11.14[[usecond]],0[[byte/block]],"13,348[[cycle]]",0.21[[warp]],"200,832[[inst]]",0.84[[inst/cycle]],0.14[[inst/cycle]],CachePreferNone[[]],24[[]],21.09[[%]],"202,176[[inst]]",0.84[[inst/cycle]],0.21[[]],29.94[[%]],0[[%]],2.11[[%]],0[[]],0[[%]],73.77[[%]],2.19[[%]],4.99[[%]],2.19[[%]],14.28[[Gbyte/second]],4.99[[%]],79.38[[%]],20.62[[%]],86[[register/thread]],"2,218.92[[cycle]]",22.07[[%]],1.19[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,072[[thread]]",4.88[[cycle]],4.85[[cycle]],0.06[[]]
76.32.1.128.240,76,32,1,128,240,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],464.89[[inst]],468[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,144[[inst]]",0.03[[%]],3.72[[%]],1.54[[cycle/nsecond]],0.77[[%]],1.02[[Kbyte/block]],10.75[[usecond]],0[[byte/block]],"13,187[[cycle]]",0.20[[warp]],"200,832[[inst]]",0.84[[inst/cycle]],0.14[[inst/cycle]],CachePreferNone[[]],24[[]],21.14[[%]],"202,176[[inst]]",0.85[[inst/cycle]],0.20[[]],30.01[[%]],0[[%]],2.16[[%]],0[[]],0[[%]],73.54[[%]],2.22[[%]],5.05[[%]],2.22[[%]],15.17[[Gbyte/second]],5.05[[%]],79.66[[%]],20.34[[%]],86[[register/thread]],"2,214.16[[cycle]]",22.12[[%]],1.22[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,072[[thread]]",4.95[[cycle]],4.92[[cycle]],0.06[[]]
76.32.1.128.248,76,32,1,128,248,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],464.89[[inst]],468[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,144[[inst]]",0.03[[%]],3.66[[%]],1.54[[cycle/nsecond]],0.78[[%]],1.02[[Kbyte/block]],10.91[[usecond]],0[[byte/block]],"13,433[[cycle]]",0.20[[warp]],"200,832[[inst]]",0.83[[inst/cycle]],0.14[[inst/cycle]],CachePreferNone[[]],24[[]],20.88[[%]],"202,176[[inst]]",0.84[[inst/cycle]],0.20[[]],29.63[[%]],0[[%]],1.96[[%]],0[[]],0[[%]],73.48[[%]],2.18[[%]],4.96[[%]],2.18[[%]],15.32[[Gbyte/second]],4.96[[%]],79.82[[%]],20.18[[%]],86[[register/thread]],"2,240.89[[cycle]]",21.86[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,072[[thread]]",4.99[[cycle]],4.95[[cycle]],0.06[[]]
76.32.1.128.256,76,32,1,128,256,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(8, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],464.89[[inst]],468[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,144[[inst]]",0.03[[%]],3.67[[%]],1.55[[cycle/nsecond]],0.80[[%]],1.02[[Kbyte/block]],10.82[[usecond]],0[[byte/block]],"13,378[[cycle]]",0.20[[warp]],"200,832[[inst]]",0.83[[inst/cycle]],0.14[[inst/cycle]],CachePreferNone[[]],24[[]],20.88[[%]],"202,176[[inst]]",0.84[[inst/cycle]],0.20[[]],29.62[[%]],0[[%]],1.94[[%]],0[[]],0[[%]],79.85[[%]],2.18[[%]],4.97[[%]],2.18[[%]],15.83[[Gbyte/second]],4.97[[%]],79.79[[%]],20.21[[%]],86[[register/thread]],"2,241.74[[cycle]]",21.85[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,072[[thread]]",4.98[[cycle]],4.95[[cycle]],0.06[[]]
76.32.1.128.272,76,32,1,128,272,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(9, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],523[[inst]],526.50[[inst]],30.75[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,912[[inst]]",0.03[[%]],4.16[[%]],1.54[[cycle/nsecond]],0.84[[%]],1.02[[Kbyte/block]],10.78[[usecond]],0[[byte/block]],"13,270[[cycle]]",0.21[[warp]],"225,936[[inst]]",0.82[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],27[[]],20.59[[%]],"227,448[[inst]]",0.82[[inst/cycle]],0.21[[]],29.23[[%]],0[[%]],2.41[[%]],0[[]],0[[%]],74.03[[%]],2.48[[%]],5.65[[%]],2.48[[%]],16.66[[Gbyte/second]],5.65[[%]],79.40[[%]],20.60[[%]],86[[register/thread]],"2,557.67[[cycle]]",21.54[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,456[[thread]]",4.89[[cycle]],4.85[[cycle]],0.06[[]]
76.32.1.128.288,76,32,1,128,288,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(9, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],523[[inst]],526.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"6,912[[inst]]",0.03[[%]],4.16[[%]],1.53[[cycle/nsecond]],0.88[[%]],1.02[[Kbyte/block]],10.85[[usecond]],0[[byte/block]],"13,276[[cycle]]",0.20[[warp]],"225,936[[inst]]",0.83[[inst/cycle]],0.16[[inst/cycle]],CachePreferNone[[]],27[[]],20.78[[%]],"227,448[[inst]]",0.83[[inst/cycle]],0.20[[]],29.48[[%]],0[[%]],2.53[[%]],0[[]],0[[%]],73.60[[%]],2.48[[%]],5.64[[%]],2.48[[%]],17.31[[Gbyte/second]],5.64[[%]],79.75[[%]],20.25[[%]],86[[register/thread]],"2,533.62[[cycle]]",21.75[[%]],1.22[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,456[[thread]]",4.97[[cycle]],4.94[[cycle]],0.06[[]]
76.32.1.128.304,76,32,1,128,304,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(10, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],581.11[[inst]],585[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"7,680[[inst]]",0.03[[%]],4.64[[%]],1.55[[cycle/nsecond]],0.93[[%]],1.02[[Kbyte/block]],10.62[[usecond]],0[[byte/block]],"13,233[[cycle]]",0.21[[warp]],"251,040[[inst]]",0.83[[inst/cycle]],0.18[[inst/cycle]],CachePreferNone[[]],30[[]],20.92[[%]],"252,720[[inst]]",0.84[[inst/cycle]],0.21[[]],29.71[[%]],0[[%]],2.63[[%]],0[[]],0[[%]],73.83[[%]],2.76[[%]],6.29[[%]],2.76[[%]],18.46[[Gbyte/second]],6.29[[%]],79.41[[%]],20.59[[%]],86[[register/thread]],"2,796.06[[cycle]]",21.90[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,840[[thread]]",4.89[[cycle]],4.86[[cycle]],0.07[[]]
76.32.1.128.320,76,32,1,128,320,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(10, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],581.11[[inst]],585[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"7,680[[inst]]",0.03[[%]],4.58[[%]],1.56[[cycle/nsecond]],0.95[[%]],1.02[[Kbyte/block]],10.72[[usecond]],0[[byte/block]],"13,388[[cycle]]",0.20[[warp]],"251,040[[inst]]",0.83[[inst/cycle]],0.17[[inst/cycle]],CachePreferNone[[]],30[[]],20.96[[%]],"252,720[[inst]]",0.84[[inst/cycle]],0.20[[]],29.74[[%]],0[[%]],2.82[[%]],0[[]],0[[%]],79.19[[%]],2.73[[%]],6.21[[%]],2.73[[%]],19.06[[Gbyte/second]],6.21[[%]],79.98[[%]],20.02[[%]],86[[register/thread]],"2,791[[cycle]]",21.94[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"3,840[[thread]]",5.03[[cycle]],5.00[[cycle]],0.07[[]]
76.32.1.128.336,76,32,1,128,336,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(11, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],639.22[[inst]],643.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"8,448[[inst]]",0.03[[%]],5.03[[%]],1.56[[cycle/nsecond]],0.99[[%]],1.02[[Kbyte/block]],10.78[[usecond]],0[[byte/block]],"13,428[[cycle]]",0.20[[warp]],"276,144[[inst]]",0.83[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],33[[]],20.91[[%]],"277,992[[inst]]",0.84[[inst/cycle]],0.20[[]],29.68[[%]],0[[%]],2.84[[%]],0[[]],0[[%]],74.55[[%]],3.00[[%]],6.83[[%]],3.00[[%]],19.73[[Gbyte/second]],6.83[[%]],79.58[[%]],20.42[[%]],86[[register/thread]],"3,077.81[[cycle]]",21.88[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,224[[thread]]",4.93[[cycle]],4.90[[cycle]],0.08[[]]
76.32.1.128.352,76,32,1,128,352,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(11, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],639.22[[inst]],643.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"8,448[[inst]]",0.03[[%]],5.00[[%]],1.54[[cycle/nsecond]],1.02[[%]],1.02[[Kbyte/block]],10.94[[usecond]],0[[byte/block]],"13,522[[cycle]]",0.20[[warp]],"276,144[[inst]]",0.82[[inst/cycle]],0.19[[inst/cycle]],CachePreferNone[[]],33[[]],20.76[[%]],"277,992[[inst]]",0.83[[inst/cycle]],0.20[[]],29.45[[%]],0[[%]],2.44[[%]],0[[]],0[[%]],74.34[[%]],2.98[[%]],6.78[[%]],2.98[[%]],20.18[[Gbyte/second]],6.78[[%]],79.97[[%]],20.03[[%]],86[[register/thread]],"3,100.06[[cycle]]",21.72[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,224[[thread]]",5.02[[cycle]],4.99[[cycle]],0.08[[]]
76.32.1.128.368,76,32,1,128,368,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(12, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],697.33[[inst]],702[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,216[[inst]]",0.03[[%]],5.39[[%]],1.56[[cycle/nsecond]],1.05[[%]],1.02[[Kbyte/block]],10.94[[usecond]],0[[byte/block]],"13,689[[cycle]]",0.20[[warp]],"301,248[[inst]]",0.84[[inst/cycle]],0.20[[inst/cycle]],CachePreferNone[[]],36[[]],21.23[[%]],"303,264[[inst]]",0.85[[inst/cycle]],0.20[[]],30.13[[%]],0[[%]],2.62[[%]],0[[]],0[[%]],74.74[[%]],3.21[[%]],7.31[[%]],3.21[[%]],20.94[[Gbyte/second]],7.31[[%]],79.57[[%]],20.43[[%]],86[[register/thread]],"3,306.76[[cycle]]",22.22[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.93[[cycle]],4.89[[cycle]],0.08[[]]
76.32.1.128.384,76,32,1,128,384,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(12, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],697.33[[inst]],702[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,216[[inst]]",0.03[[%]],5.51[[%]],1.55[[cycle/nsecond]],1.11[[%]],1.02[[Kbyte/block]],10.78[[usecond]],0[[byte/block]],"13,373[[cycle]]",0.21[[warp]],"301,248[[inst]]",0.82[[inst/cycle]],0.21[[inst/cycle]],CachePreferNone[[]],36[[]],20.54[[%]],"303,264[[inst]]",0.82[[inst/cycle]],0.21[[]],29.19[[%]],0[[%]],3.06[[%]],0[[]],0[[%]],72.28[[%]],3.28[[%]],7.49[[%]],3.28[[%]],22.01[[Gbyte/second]],7.49[[%]],79.36[[%]],20.64[[%]],86[[register/thread]],"3,418.49[[cycle]]",21.49[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,608[[thread]]",4.88[[cycle]],4.85[[cycle]],0.08[[]]
76.32.1.128.416,76,32,1,128,416,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(13, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],755.44[[inst]],760.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"9,984[[inst]]",0.03[[%]],5.99[[%]],1.55[[cycle/nsecond]],1.19[[%]],1.02[[Kbyte/block]],10.78[[usecond]],0[[byte/block]],"13,318[[cycle]]",0.20[[warp]],"326,352[[inst]]",0.81[[inst/cycle]],0.23[[inst/cycle]],CachePreferNone[[]],39[[]],20.40[[%]],"328,536[[inst]]",0.82[[inst/cycle]],0.20[[]],29.00[[%]],0[[%]],2.87[[%]],0[[]],0[[%]],72.33[[%]],3.56[[%]],8.13[[%]],3.56[[%]],23.55[[Gbyte/second]],8.13[[%]],79.79[[%]],20.21[[%]],86[[register/thread]],"3,727.70[[cycle]]",21.35[[%]],1.23[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"4,992[[thread]]",4.98[[cycle]],4.95[[cycle]],0.09[[]]
76.32.1.128.448,76,32,1,128,448,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(14, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],813.56[[inst]],819[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"10,752[[inst]]",0.03[[%]],6.33[[%]],1.56[[cycle/nsecond]],1.24[[%]],1.02[[Kbyte/block]],10.88[[usecond]],0[[byte/block]],"13,566[[cycle]]",0.20[[warp]],"351,456[[inst]]",0.82[[inst/cycle]],0.24[[inst/cycle]],CachePreferNone[[]],42[[]],20.72[[%]],"353,808[[inst]]",0.83[[inst/cycle]],0.20[[]],29.42[[%]],0[[%]],2.33[[%]],0[[]],0[[%]],82.59[[%]],3.77[[%]],8.59[[%]],3.77[[%]],24.85[[Gbyte/second]],8.59[[%]],79.97[[%]],20.03[[%]],86[[register/thread]],"3,951.81[[cycle]]",21.69[[%]],1.24[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"5,376[[thread]]",5.02[[cycle]],4.99[[cycle]],0.10[[]]
76.32.1.128.480,76,32,1,128,480,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(15, 3, 1)",0,8.0,3.99[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],871.67[[inst]],877.50[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"11,520[[inst]]",0.03[[%]],6.87[[%]],1.57[[cycle/nsecond]],1.34[[%]],1.02[[Kbyte/block]],10.69[[usecond]],0[[byte/block]],"13,401[[cycle]]",0.20[[warp]],"376,560[[inst]]",0.81[[inst/cycle]],0.26[[inst/cycle]],CachePreferNone[[]],45[[]],20.33[[%]],"379,080[[inst]]",0.81[[inst/cycle]],0.20[[]],28.90[[%]],0[[%]],3.76[[%]],0[[]],0[[%]],72.92[[%]],4.09[[%]],9.33[[%]],4.09[[%]],26.85[[Gbyte/second]],9.33[[%]],79.73[[%]],20.27[[%]],86[[register/thread]],"4,315.98[[cycle]]",21.28[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"5,760[[thread]]",4.97[[cycle]],4.93[[cycle]],0.10[[]]
76.32.1.128.512,76,32,1,128,512,ampere_sgemm_32x32_sliced1x4_tn,1,7,"(128, 1, 1)","(16, 3, 1)",0,8.0,4.00[[warp]],6.24[[%]],1[[warp]],32[[]],0[[]],929.78[[inst]],936[[inst]],30.76[[]],5[[block]],32[[block]],4[[block]],16[[block]],128[[]],100[[%]],"12,288[[inst]]",0.03[[%]],7.32[[%]],1.57[[cycle/nsecond]],1.41[[%]],1.02[[Kbyte/block]],10.69[[usecond]],0[[byte/block]],"13,419[[cycle]]",0.21[[warp]],"401,664[[inst]]",0.84[[inst/cycle]],0.28[[inst/cycle]],CachePreferNone[[]],48[[]],21.12[[%]],"404,352[[inst]]",0.84[[inst/cycle]],0.21[[]],29.99[[%]],0[[%]],4.03[[%]],0[[]],0[[%]],74.95[[%]],4.36[[%]],9.93[[%]],4.36[[%]],28.38[[Gbyte/second]],9.93[[%]],79.41[[%]],20.59[[%]],86[[register/thread]],"4,430.96[[cycle]]",22.11[[%]],1.25[[cycle/nsecond]],135.17[[Kbyte]],32.77[[Kbyte/block]],16[[warp]],25[[%]],"6,144[[thread]]",4.89[[cycle]],4.86[[cycle]],0.11[[]]
